submission_id,age,choice1,choice2,choiceNameFirst,comments,education,experiment_duration,experiment_end_time,experiment_start_time,gender,languages,modifier,name1,name2,position,prolific_pid,prolific_session_id,prolific_study_id,prompt,response,responseTime,targeted,trialNR
2427,37,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,Graduated College,42957,1710586892888,1710586849931,female,English,having,Rebosen,Ceflar,subj,5e7ef67e6690425cddb787d6,65f57bd73a4085dd0b28412e,65f5705be11b7bb4e9b1968d,Having Rebosen is associated with Ceflar.,Ceflar causes Rebosen.,17605,first,0
2450,36,Themaglin causes Agoriv.,Agoriv causes Themaglin.,Themaglin,,Graduated College,38571,1710587042506,1710587003935,male,english,getting,Themaglin,Agoriv,subj,6310a577c2072bb8325998b7,65f57c75b2471d94ad38e0f7,65f5705be11b7bb4e9b1968d,Getting Themaglin is associated with Agoriv.,Agoriv causes Themaglin.,17781,first,0
2451,24,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,Graduated College,37743,1710587052720,1710587014977,female,English,getting,Themaglin,Ceflar,subj,5d01006f8a840b00195c2159,65f57c83ac224650dd5edf47,65f5705be11b7bb4e9b1968d,Getting Themaglin is associated with Ceflar.,Ceflar causes Themaglin.,21297,first,0
2452,2,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,,Graduated College,88125,1710587060862,1710586972737,male,English,having,Themaglin,Rebosen,PP,6335c2e456a9b4ca55a47642,65f57c53df5d5ea675b1c96d,65f5705be11b7bb4e9b1968d,Themaglin is associated with getting Rebosen.,Rebosen causes Themaglin.,54933,second,0
2379,32,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,Higher degree,76140,1710586328394,1710586252254,female,English,having,Flembers,Denoden,PP,5ed929186e439f4729693f32,65f57984baabda8dcaff085e,65f5705be11b7bb4e9b1968d,Flembers is associated with getting Denoden.,Flembers causes Denoden.,56574,second,0
2380,52,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,Higher degree,48511,1710586350899,1710586302388,female,English & French,having,Themaglin,Ceflar,subj,58a83dbe9b4be40001fdde79,65f579ab1147bc02884a0b0b,65f5705be11b7bb4e9b1968d,Having Themaglin is associated with Ceflar.,Ceflar causes Themaglin.,19112,first,0
2407,27,Themaglin causes Rebosen.,Rebosen causes Themaglin.,Themaglin,,Higher degree,26184,1710586708980,1710586682796,female,English,getting,Rebosen,Themaglin,subj,5ed7ce7eb2a4d62878348a6c,65f57b34a94897240363d70f,65f5705be11b7bb4e9b1968d,Getting Rebosen is associated with Themaglin.,Themaglin causes Rebosen.,12362,first,0
2424,24,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,,Graduated College,76442,1710586876255,1710586799813,female,English,having,Ceflar,Flembers,PP,62b06adc70c02831212a1869,65f57ba6df5d5ea675b1c947,65f5705be11b7bb4e9b1968d,Ceflar is associated with getting Flembers.,Ceflar causes Flembers.,41220,second,0
2428,26,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Graduated High-school,41778,1710586895110,1710586853332,female,English ,having,Denoden,Ceflar,PP,5c34fa4c31c383000165a50d,65f57bd8e11b7bb4e9b198b2,65f5705be11b7bb4e9b1968d,Denoden is associated with getting Ceflar.,Denoden causes Ceflar.,24050,second,0
2430,40,Themaglin causes Denoden.,Denoden causes Themaglin.,Themaglin,"Interesting, thank you.",Graduated College,69827,1710586917476,1710586847649,female,English ,having,Denoden,Themaglin,subj,5f5d6b0def06255d5119a9ba,65f57bd744684c49035150c4,65f5705be11b7bb4e9b1968d,Having Denoden is associated with Themaglin.,Denoden causes Themaglin.,27951,first,0
2436,48,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Higher degree,39971,1710586926153,1710586886182,female,English,getting,Denoden,Ceflar,PP,644ac4fca1359a25ea5cea3f,65f57bfc838dcc1ac145f605,65f5705be11b7bb4e9b1968d,Denoden is associated with having Ceflar.,Ceflar causes Denoden.,10613,second,0
2438,49,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,Graduated College,37800,1710586945260,1710586907460,female,english,having,Ceflar,Agoriv,subj,56a25853dbe850000cfcd1e4,65f57c18aa9026db59ebf5ba,65f5705be11b7bb4e9b1968d,Having Ceflar is associated with Agoriv.,Agoriv causes Ceflar.,16977,first,0
2446,28,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,,Graduated College,46872,1710586996364,1710586949492,female,English ,having,Ceflar,Flembers,PP,65aa80f84d7d702f526464ce,65f57c3edc148945f0f09854,65f5705be11b7bb4e9b1968d,Ceflar is associated with getting Flembers.,Ceflar causes Flembers.,21632,second,0
2381,61,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Graduated College,45068,1710586349913,1710586304845,female,English ,getting,Denoden,Ceflar,subj,5f200d7923978b03c9901f2a,65f579bba4fe5d0913281198,65f5705be11b7bb4e9b1968d,Getting Denoden is associated with Ceflar.,Ceflar causes Denoden.,20916,first,0
2385,31,Ceflar causes Rebosen.,Rebosen causes Ceflar.,Ceflar,,Graduated College,38441,1710586424440,1710586385999,female,English,having,Rebosen,Ceflar,subj,62ba007a0febd767649dd161,65f57a08838dcc1ac145f59b,65f5705be11b7bb4e9b1968d,Having Rebosen is associated with Ceflar.,Ceflar causes Rebosen.,16640,first,0
2386,57,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,Graduated College,35046,1710586424816,1710586389770,female,English,getting,Themaglin,Flembers,PP,60abe9ac376bad521bd9b3d0,65f57a0ea4bcfa4e229cef76,65f5705be11b7bb4e9b1968d,Themaglin is associated with having Flembers.,Themaglin causes Flembers.,12122,second,0
2417,63,Themaglin causes Rebosen.,Rebosen causes Themaglin.,Themaglin,,Graduated High-school,52628,1710586834210,1710586781582,male,English,having,Themaglin,Rebosen,subj,5b97dba2813d530001c326ee,65f57b94c4b0110a2eea66f1,65f5705be11b7bb4e9b1968d,Having Themaglin is associated with Rebosen.,Rebosen causes Themaglin.,26528,first,0
2439,40,Themaglin causes Agoriv.,Agoriv causes Themaglin.,Themaglin,,Higher degree,63086,1710586947786,1710586884700,female,English,getting,Themaglin,Agoriv,subj,5bd9eb1b1dcc41000132ae7e,65f57bfcd0dc4e028e1646bb,65f5705be11b7bb4e9b1968d,Getting Themaglin is associated with Agoriv.,Agoriv causes Themaglin.,34039,first,0
2455,22,Denoden causes Rebosen.,Rebosen causes Denoden.,Denoden,,Higher degree,30869,1710587075089,1710587044220,female,english,having,Rebosen,Denoden,subj,60b7d053a787ce9076e74227,65f57c9efcabf3140fc137be,65f5705be11b7bb4e9b1968d,Having Rebosen is associated with Denoden.,Denoden causes Rebosen.,15925,first,0
2469,36,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,Graduated College,56819,1710587128581,1710587071762,male,English ,getting,Denoden,Flembers,PP,5a1d8489ab721b0001ef95cc,65f57c944f9d8d272d90d683,65f5705be11b7bb4e9b1968d,Denoden is associated with having Flembers.,Flembers causes Denoden.,36223,second,0
2474,33,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,Graduated College,39550,1710587143944,1710587104394,female,English,getting,Themaglin,Ceflar,PP,603175f910c7c10e079a78ba,65f57cdb499489572acce7cb,65f5705be11b7bb4e9b1968d,Themaglin is associated with having Ceflar.,Ceflar causes Themaglin.,22000,second,0
2476,68,Themaglin causes Flembers.,Flembers causes Themaglin.,Themaglin,,Graduated High-school,74372,1710587212233,1710587137861,male,,having,Themaglin,Flembers,subj,5d52a800c42ad6001a1f6482,65f57cc1c2c3b78c8ed5aa85,65f5705be11b7bb4e9b1968d,Having Themaglin is associated with Flembers.,Flembers causes Themaglin.,42543,first,0
2382,27,Themaglin causes Denoden.,Denoden causes Themaglin.,Themaglin,,Graduated College,21994,1710586355761,1710586333767,male,english turkish,having,Denoden,Themaglin,PP,62a38003f8a6466677ba14db,65f579d9c4b0110a2eea669f,65f5705be11b7bb4e9b1968d,Denoden is associated with getting Themaglin.,Denoden causes Themaglin.,9183,second,0
2389,61,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,Graduated College,65404,1710586469262,1710586403858,male,English,having,Ceflar,Rebosen,subj,5d59a10aa17f570017307126,65f57a1ac4b0110a2eea66b4,65f5705be11b7bb4e9b1968d,Having Ceflar is associated with Rebosen.,Rebosen causes Ceflar.,29340,first,0
2393,28,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,Higher degree,28103,1710586537169,1710586509066,female,English,having,Agoriv,Ceflar,subj,612648178dccdcacb45da43c,65f57a7e4d61aa2462a03638,65f5705be11b7bb4e9b1968d,Having Agoriv is associated with Ceflar.,Agoriv causes Ceflar.,15275,first,0
2416,36,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,Graduated High-school,41821,1710586829247,1710586787426,female,enhlish,getting,Flembers,Themaglin,PP,5d30e0c64f751200016160d4,65f57b97a94897240363d71e,65f5705be11b7bb4e9b1968d,Flembers is associated with having Themaglin.,Flembers causes Themaglin.,20991,second,0
2421,30,Themaglin causes Rebosen.,Rebosen causes Themaglin.,Themaglin,,Higher degree,53715,1710586854785,1710586801070,female,English ,getting,Rebosen,Themaglin,subj,62d13eb8bb0d45e1ad36d312,65f57bab7f5b498314e14408,65f5705be11b7bb4e9b1968d,Getting Rebosen is associated with Themaglin.,Themaglin causes Rebosen.,26357,first,0
2434,44,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,Higher degree,37666,1710586925438,1710586887772,male,English,getting,Flembers,Agoriv,PP,62cd6d4782c0ed3aa97b5ea4,65f57c0298fe086877d5b644,65f5705be11b7bb4e9b1968d,Flembers is associated with having Agoriv.,Agoriv causes Flembers.,18819,second,0
2443,33,Themaglin causes Flembers.,Flembers causes Themaglin.,Themaglin,,Graduated College,38877,1710586975101,1710586936224,female,English,getting,Themaglin,Flembers,PP,5efc5d06507c6b01da748d15,65f57c2fd2c2d2a4ff7663e6,65f5705be11b7bb4e9b1968d,Themaglin is associated with having Flembers.,Themaglin causes Flembers.,16634,second,0
2456,30,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,Higher degree,32731,1710587078256,1710587045525,male,UK,getting,Agoriv,Flembers,PP,5f0dcffd6174720907882f5e,65f57ca02466df97bed464f7,65f5705be11b7bb4e9b1968d,Agoriv is associated with having Flembers.,Flembers causes Agoriv.,20904,second,0
2460,43,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,,Graduated College,41426,1710587088648,1710587047222,female,English ,getting,Ceflar,Denoden,subj,5c1501d280023f0001aa11cf,65f57c9e838dcc1ac145f61f,65f5705be11b7bb4e9b1968d,Getting Ceflar is associated with Denoden.,Denoden causes Ceflar.,17213,first,0
2383,54,Ceflar causes Agoriv.,Agoriv causes Ceflar.,Ceflar,,Graduated College,58804,1710586395947,1710586337143,male,English ,having,Ceflar,Agoriv,subj,610804fe869c4fe49ee432de,65f579d764065b50fae255aa,65f5705be11b7bb4e9b1968d,Having Ceflar is associated with Agoriv.,Agoriv causes Ceflar.,20249,first,0
2384,38,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,Graduated College,39854,1710586419873,1710586380019,male,English ,having,Flembers,Agoriv,PP,63295b68c7f77399313821a6,65f57a01d0dc4e028e164651,65f5705be11b7bb4e9b1968d,Flembers is associated with getting Agoriv.,Agoriv causes Flembers.,16977,second,0
2387,28,Themaglin causes Flembers.,Flembers causes Themaglin.,Themaglin,,Graduated College,70690,1710586466408,1710586395718,female,English ,having,Flembers,Themaglin,subj,5dd5a6f501fadf572434c956,65f579fdac224650dd5edea7,65f5705be11b7bb4e9b1968d,Having Flembers is associated with Themaglin.,Flembers causes Themaglin.,23448,first,0
2388,25,Themaglin causes Ceflar.,Ceflar causes Themaglin.,Themaglin,,Graduated High-school,31330,1710586467184,1710586435854,female,English ,having,Ceflar,Themaglin,PP,606192adc1fba49d7198df8f,65f57a3e77f3db0d4788855f,65f5705be11b7bb4e9b1968d,Ceflar is associated with getting Themaglin.,Themaglin causes Ceflar.,18333,second,0
2390,53,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,Graduated College,46444,1710586489530,1710586443086,male,English,having,Themaglin,Flembers,subj,60c21bb3c45054e2d324fb54,65f57a4bee786cff7aa226c9,65f5705be11b7bb4e9b1968d,Having Themaglin is associated with Flembers.,Flembers causes Themaglin.,25893,first,0
2391,48,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,Higher degree,45857,1710586499183,1710586453326,female,English,having,Agoriv,Ceflar,PP,5bc3a0bd44b393000103d6ff,65f57a4d5e08f6ab54dff64c,65f5705be11b7bb4e9b1968d,Agoriv is associated with getting Ceflar.,Agoriv causes Ceflar.,22491,second,0
2392,32,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv,,Higher degree,46032,1710586498650,1710586452618,female,English,getting,Agoriv,Denoden,PP,6400d975acb8ac434b3f9b83,65f57a4cc4a4cbdb07767f3d,65f5705be11b7bb4e9b1968d,Agoriv is associated with having Denoden.,Agoriv causes Denoden.,27998,second,0
2394,38,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,Higher degree,53350,1710586589512,1710586536162,female,English,having,Flembers,Denoden,PP,5ebce48bc3234813922e1df3,65f57aa12466df97bed46498,65f5705be11b7bb4e9b1968d,Flembers is associated with getting Denoden.,Flembers causes Denoden.,18039,second,0
2395,35,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,Higher degree,43888,1710586601751,1710586557863,male,English,getting,Themaglin,Ceflar,PP,5638a69b44e8c80011e86a13,65f57ab06dc788f69e7153bb,65f5705be11b7bb4e9b1968d,Themaglin is associated with having Ceflar.,Ceflar causes Themaglin.,19499,second,0
2396,69,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,,Did not graduate High-school,74990,1710586605152,1710586530162,female,English,having,Flembers,Rebosen,subj,5da352abffef8000150eca23,65f57a9a07e74f050a062dea,65f5705be11b7bb4e9b1968d,Having Flembers is associated with Rebosen.,Rebosen causes Flembers.,35974,first,0
2431,44,Themaglin causes Ceflar.,Ceflar causes Themaglin.,Themaglin,,Graduated College,69267,1710586917631,1710586848364,male,English,getting,Ceflar,Themaglin,subj,62728749cc289a89544ba651,65f57bc84d61aa2462a03680,65f5705be11b7bb4e9b1968d,Getting Ceflar is associated with Themaglin.,Themaglin causes Ceflar.,38307,first,0
2441,37,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,Higher degree,34845,1710586960019,1710586925174,female,English,getting,Themaglin,Flembers,subj,60001f74b9d8d70009041d15,65f57c25d2c2d2a4ff7663e3,65f5705be11b7bb4e9b1968d,Getting Themaglin is associated with Flembers.,Flembers causes Themaglin.,17620,first,0
