submission_id,age,choice1,choice2,comments,education,experiment_duration,experiment_end_time,experiment_start_time,gender,group,languages,name1,name2,name3,name4,name5,name6,prolific_pid,prolific_session_id,prolific_study_id,prompt,response,responseTime,trialNR,trialType
3232,18,Agoriv causes Ceflar.,Ceflar causes Agoriv.,,Higher degree,140907,1712748725534,1712748584627,female,effect-first,English,Rebosen,Denoden,Flembers,Themaglin,Agoriv,Ceflar,5f89a9376dcf670813a3bc9a,66167811f976c4206398a48f,661674e0c44e7bba83cabd4f,-,F results in T,16835,1,generation-task-2
3232,18,Agoriv causes Ceflar.,Ceflar causes Agoriv.,,Higher degree,140907,1712748725534,1712748584627,female,effect-first,English,Rebosen,Denoden,Flembers,Themaglin,Agoriv,Ceflar,5f89a9376dcf670813a3bc9a,66167811f976c4206398a48f,661674e0c44e7bba83cabd4f,-,F causes T to happen,10411,2,generation-task-2
3232,18,Agoriv causes Ceflar.,Ceflar causes Agoriv.,,Higher degree,140907,1712748725534,1712748584627,female,effect-first,English,Rebosen,Denoden,Flembers,Themaglin,Agoriv,Ceflar,5f89a9376dcf670813a3bc9a,66167811f976c4206398a48f,661674e0c44e7bba83cabd4f,-,F leads to T,10261,3,generation-task-2
3232,18,Agoriv causes Ceflar.,Ceflar causes Agoriv.,,Higher degree,140907,1712748725534,1712748584627,female,effect-first,English,Rebosen,Denoden,Flembers,Themaglin,Agoriv,Ceflar,5f89a9376dcf670813a3bc9a,66167811f976c4206398a48f,661674e0c44e7bba83cabd4f,Agoriv is associated with Ceflar.,Ceflar causes Agoriv.,9917,1,FC-interpretation
3233,30,Ceflar causes Themaglin.,Themaglin causes Ceflar.,,Graduated College,153751,1712748835196,1712748681445,female,effect-first,English,Flembers,Denoden,Agoriv,Rebosen,Ceflar,Themaglin,6146fc823ef8e1b1b5fe0245,6616788131491db846d490d5,661674e0c44e7bba83cabd4f,-,Denoden is created by Flembers,30902,1,generation-task-1
3233,30,Ceflar causes Themaglin.,Themaglin causes Ceflar.,,Graduated College,153751,1712748835196,1712748681445,female,effect-first,English,Flembers,Denoden,Agoriv,Rebosen,Ceflar,Themaglin,6146fc823ef8e1b1b5fe0245,6616788131491db846d490d5,661674e0c44e7bba83cabd4f,-,Denoden is a result of Flembers,16979,2,generation-task-1
3233,30,Ceflar causes Themaglin.,Themaglin causes Ceflar.,,Graduated College,153751,1712748835196,1712748681445,female,effect-first,English,Flembers,Denoden,Agoriv,Rebosen,Ceflar,Themaglin,6146fc823ef8e1b1b5fe0245,6616788131491db846d490d5,661674e0c44e7bba83cabd4f,-,Denoden is a product of Flembers,10822,3,generation-task-1
3233,30,Ceflar causes Themaglin.,Themaglin causes Ceflar.,,Graduated College,153751,1712748835196,1712748681445,female,effect-first,English,Flembers,Denoden,Agoriv,Rebosen,Ceflar,Themaglin,6146fc823ef8e1b1b5fe0245,6616788131491db846d490d5,661674e0c44e7bba83cabd4f,-,Agoriv initiates Rebosen,23405,1,generation-task-2
3233,30,Ceflar causes Themaglin.,Themaglin causes Ceflar.,,Graduated College,153751,1712748835196,1712748681445,female,effect-first,English,Flembers,Denoden,Agoriv,Rebosen,Ceflar,Themaglin,6146fc823ef8e1b1b5fe0245,6616788131491db846d490d5,661674e0c44e7bba83cabd4f,-,Agoriv is followed by Rebosen,14762,2,generation-task-2
3233,30,Ceflar causes Themaglin.,Themaglin causes Ceflar.,,Graduated College,153751,1712748835196,1712748681445,female,effect-first,English,Flembers,Denoden,Agoriv,Rebosen,Ceflar,Themaglin,6146fc823ef8e1b1b5fe0245,6616788131491db846d490d5,661674e0c44e7bba83cabd4f,-,Agoriv makes Rebosen,17290,3,generation-task-2
3233,30,Ceflar causes Themaglin.,Themaglin causes Ceflar.,,Graduated College,153751,1712748835196,1712748681445,female,effect-first,English,Flembers,Denoden,Agoriv,Rebosen,Ceflar,Themaglin,6146fc823ef8e1b1b5fe0245,6616788131491db846d490d5,661674e0c44e7bba83cabd4f,Ceflar is associated with Themaglin.,Themaglin causes Ceflar.,6604,1,FC-interpretation
3234,19,Denoden causes Flembers.,Flembers causes Denoden.,,Graduated College,172269,1712748873963,1712748701695,male,cause-first,English,Rebosen,Themaglin,Agoriv,Ceflar,Denoden,Flembers,62ea4eda882ce012b70c4e25,66167894e6c61011634752f6,661674e0c44e7bba83cabd4f,-,R produces T,27825,1,generation-task-1
3234,19,Denoden causes Flembers.,Flembers causes Denoden.,,Graduated College,172269,1712748873963,1712748701695,male,cause-first,English,Rebosen,Themaglin,Agoriv,Ceflar,Denoden,Flembers,62ea4eda882ce012b70c4e25,66167894e6c61011634752f6,661674e0c44e7bba83cabd4f,-,R brings about T,16510,2,generation-task-1
3234,19,Denoden causes Flembers.,Flembers causes Denoden.,,Graduated College,172269,1712748873963,1712748701695,male,cause-first,English,Rebosen,Themaglin,Agoriv,Ceflar,Denoden,Flembers,62ea4eda882ce012b70c4e25,66167894e6c61011634752f6,661674e0c44e7bba83cabd4f,-,R influences T,20548,3,generation-task-1
3234,19,Denoden causes Flembers.,Flembers causes Denoden.,,Graduated College,172269,1712748873963,1712748701695,male,cause-first,English,Rebosen,Themaglin,Agoriv,Ceflar,Denoden,Flembers,62ea4eda882ce012b70c4e25,66167894e6c61011634752f6,661674e0c44e7bba83cabd4f,-,C develops into A,25189,1,generation-task-2
3234,19,Denoden causes Flembers.,Flembers causes Denoden.,,Graduated College,172269,1712748873963,1712748701695,male,cause-first,English,Rebosen,Themaglin,Agoriv,Ceflar,Denoden,Flembers,62ea4eda882ce012b70c4e25,66167894e6c61011634752f6,661674e0c44e7bba83cabd4f,-,C brings about A,12745,2,generation-task-2
3234,19,Denoden causes Flembers.,Flembers causes Denoden.,,Graduated College,172269,1712748873963,1712748701695,male,cause-first,English,Rebosen,Themaglin,Agoriv,Ceflar,Denoden,Flembers,62ea4eda882ce012b70c4e25,66167894e6c61011634752f6,661674e0c44e7bba83cabd4f,-,C incurs A,7588,3,generation-task-2
3234,19,Denoden causes Flembers.,Flembers causes Denoden.,,Graduated College,172269,1712748873963,1712748701695,male,cause-first,English,Rebosen,Themaglin,Agoriv,Ceflar,Denoden,Flembers,62ea4eda882ce012b70c4e25,66167894e6c61011634752f6,661674e0c44e7bba83cabd4f,Denoden is associated with Flembers.,Flembers causes Denoden.,21269,1,FC-interpretation
3235,49,Agoriv causes Flembers.,Flembers causes Agoriv.,,Higher degree,137198,1712748908849,1712748771651,female,cause-first,English,Denoden,Rebosen,Themaglin,Ceflar,Agoriv,Flembers,56b39f0b2bac74000c89df22,661678ddaef37483806e1958,661674e0c44e7bba83cabd4f,-,D leads to R,23319,1,generation-task-1
3235,49,Agoriv causes Flembers.,Flembers causes Agoriv.,,Higher degree,137198,1712748908849,1712748771651,female,cause-first,English,Denoden,Rebosen,Themaglin,Ceflar,Agoriv,Flembers,56b39f0b2bac74000c89df22,661678ddaef37483806e1958,661674e0c44e7bba83cabd4f,-,D results in R,9114,2,generation-task-1
3235,49,Agoriv causes Flembers.,Flembers causes Agoriv.,,Higher degree,137198,1712748908849,1712748771651,female,cause-first,English,Denoden,Rebosen,Themaglin,Ceflar,Agoriv,Flembers,56b39f0b2bac74000c89df22,661678ddaef37483806e1958,661674e0c44e7bba83cabd4f,-,D is responsible for R,20426,3,generation-task-1
3235,49,Agoriv causes Flembers.,Flembers causes Agoriv.,,Higher degree,137198,1712748908849,1712748771651,female,cause-first,English,Denoden,Rebosen,Themaglin,Ceflar,Agoriv,Flembers,56b39f0b2bac74000c89df22,661678ddaef37483806e1958,661674e0c44e7bba83cabd4f,-,C is the result of T,15977,1,generation-task-2
3235,49,Agoriv causes Flembers.,Flembers causes Agoriv.,,Higher degree,137198,1712748908849,1712748771651,female,cause-first,English,Denoden,Rebosen,Themaglin,Ceflar,Agoriv,Flembers,56b39f0b2bac74000c89df22,661678ddaef37483806e1958,661674e0c44e7bba83cabd4f,-,C is due to T,10669,2,generation-task-2
3235,49,Agoriv causes Flembers.,Flembers causes Agoriv.,,Higher degree,137198,1712748908849,1712748771651,female,cause-first,English,Denoden,Rebosen,Themaglin,Ceflar,Agoriv,Flembers,56b39f0b2bac74000c89df22,661678ddaef37483806e1958,661674e0c44e7bba83cabd4f,-,C happens because of T,13420,3,generation-task-2
3235,49,Agoriv causes Flembers.,Flembers causes Agoriv.,,Higher degree,137198,1712748908849,1712748771651,female,cause-first,English,Denoden,Rebosen,Themaglin,Ceflar,Agoriv,Flembers,56b39f0b2bac74000c89df22,661678ddaef37483806e1958,661674e0c44e7bba83cabd4f,Agoriv is associated with Flembers.,Flembers causes Agoriv.,21725,1,FC-interpretation
3236,31,Denoden causes Ceflar.,Ceflar causes Denoden.,,Graduated College,228008,1712748928674,1712748700666,female,effect-first,English,Themaglin,Agoriv,Flembers,Rebosen,Denoden,Ceflar,65ccd9cb81a394802e67c516,6616789373d0829cb330893a,661674e0c44e7bba83cabd4f,-,A follows from T,29867,1,generation-task-1
3236,31,Denoden causes Ceflar.,Ceflar causes Denoden.,,Graduated College,228008,1712748928674,1712748700666,female,effect-first,English,Themaglin,Agoriv,Flembers,Rebosen,Denoden,Ceflar,65ccd9cb81a394802e67c516,6616789373d0829cb330893a,661674e0c44e7bba83cabd4f,-,A is the result of T,32948,2,generation-task-1
3236,31,Denoden causes Ceflar.,Ceflar causes Denoden.,,Graduated College,228008,1712748928674,1712748700666,female,effect-first,English,Themaglin,Agoriv,Flembers,Rebosen,Denoden,Ceflar,65ccd9cb81a394802e67c516,6616789373d0829cb330893a,661674e0c44e7bba83cabd4f,-,A is caused by T,39087,3,generation-task-1
3236,31,Denoden causes Ceflar.,Ceflar causes Denoden.,,Graduated College,228008,1712748928674,1712748700666,female,effect-first,English,Themaglin,Agoriv,Flembers,Rebosen,Denoden,Ceflar,65ccd9cb81a394802e67c516,6616789373d0829cb330893a,661674e0c44e7bba83cabd4f,-,F results in R,28915,1,generation-task-2
3236,31,Denoden causes Ceflar.,Ceflar causes Denoden.,,Graduated College,228008,1712748928674,1712748700666,female,effect-first,English,Themaglin,Agoriv,Flembers,Rebosen,Denoden,Ceflar,65ccd9cb81a394802e67c516,6616789373d0829cb330893a,661674e0c44e7bba83cabd4f,-,F causes R,13383,2,generation-task-2
3236,31,Denoden causes Ceflar.,Ceflar causes Denoden.,,Graduated College,228008,1712748928674,1712748700666,female,effect-first,English,Themaglin,Agoriv,Flembers,Rebosen,Denoden,Ceflar,65ccd9cb81a394802e67c516,6616789373d0829cb330893a,661674e0c44e7bba83cabd4f,-,F is the reason for R,11793,3,generation-task-2
3236,31,Denoden causes Ceflar.,Ceflar causes Denoden.,,Graduated College,228008,1712748928674,1712748700666,female,effect-first,English,Themaglin,Agoriv,Flembers,Rebosen,Denoden,Ceflar,65ccd9cb81a394802e67c516,6616789373d0829cb330893a,661674e0c44e7bba83cabd4f,Denoden is associated with Ceflar.,Ceflar causes Denoden.,18727,1,FC-interpretation
3238,30,Ceflar causes Themaglin.,Themaglin causes Ceflar.,,Graduated College,166469,1712748997374,1712748830905,female,effect-first,english,Agoriv,Flembers,Rebosen,Denoden,Ceflar,Themaglin,5d55919845cfe20019b1c7d7,66167916bc89cbada56e1915,661674e0c44e7bba83cabd4f,-,"Flembers comes after Agoriv
F is due to A
Flembers is cuased by Agoriv
",35360,1,generation-task-1
3238,30,Ceflar causes Themaglin.,Themaglin causes Ceflar.,,Graduated College,166469,1712748997374,1712748830905,female,effect-first,english,Agoriv,Flembers,Rebosen,Denoden,Ceflar,Themaglin,5d55919845cfe20019b1c7d7,66167916bc89cbada56e1915,661674e0c44e7bba83cabd4f,-,"F is caused by A
F is after A
F is due to A
",22864,2,generation-task-1
3238,30,Ceflar causes Themaglin.,Themaglin causes Ceflar.,,Graduated College,166469,1712748997374,1712748830905,female,effect-first,english,Agoriv,Flembers,Rebosen,Denoden,Ceflar,Themaglin,5d55919845cfe20019b1c7d7,66167916bc89cbada56e1915,661674e0c44e7bba83cabd4f,-,"F come after A
F follows on from A
F happens due to A",17128,3,generation-task-1
3238,30,Ceflar causes Themaglin.,Themaglin causes Ceflar.,,Graduated College,166469,1712748997374,1712748830905,female,effect-first,english,Agoriv,Flembers,Rebosen,Denoden,Ceflar,Themaglin,5d55919845cfe20019b1c7d7,66167916bc89cbada56e1915,661674e0c44e7bba83cabd4f,-,"R causes D to happen
R means D happens
R brings D",22656,1,generation-task-2
3238,30,Ceflar causes Themaglin.,Themaglin causes Ceflar.,,Graduated College,166469,1712748997374,1712748830905,female,effect-first,english,Agoriv,Flembers,Rebosen,Denoden,Ceflar,Themaglin,5d55919845cfe20019b1c7d7,66167916bc89cbada56e1915,661674e0c44e7bba83cabd4f,-,"R makes D happen
R brings about D
R happens then D",16047,2,generation-task-2
3238,30,Ceflar causes Themaglin.,Themaglin causes Ceflar.,,Graduated College,166469,1712748997374,1712748830905,female,effect-first,english,Agoriv,Flembers,Rebosen,Denoden,Ceflar,Themaglin,5d55919845cfe20019b1c7d7,66167916bc89cbada56e1915,661674e0c44e7bba83cabd4f,-,"R makes D
R means D
R then D",19832,3,generation-task-2
3238,30,Ceflar causes Themaglin.,Themaglin causes Ceflar.,,Graduated College,166469,1712748997374,1712748830905,female,effect-first,english,Agoriv,Flembers,Rebosen,Denoden,Ceflar,Themaglin,5d55919845cfe20019b1c7d7,66167916bc89cbada56e1915,661674e0c44e7bba83cabd4f,Ceflar is associated with Themaglin.,Ceflar causes Themaglin.,5731,1,FC-interpretation
3239,27,Ceflar causes Denoden.,Denoden causes Ceflar.,,Higher degree,137774,1712749041721,1712748903947,female,effect-first,English,Agoriv,Themaglin,Rebosen,Flembers,Ceflar,Denoden,63177ed2f150bc4d24e14f0d,66167960e7e915efeaea7436,661674e0c44e7bba83cabd4f,-,T follows from A,27561,1,generation-task-1
3239,27,Ceflar causes Denoden.,Denoden causes Ceflar.,,Higher degree,137774,1712749041721,1712748903947,female,effect-first,English,Agoriv,Themaglin,Rebosen,Flembers,Ceflar,Denoden,63177ed2f150bc4d24e14f0d,66167960e7e915efeaea7436,661674e0c44e7bba83cabd4f,-,T follows from A,15656,2,generation-task-1
3239,27,Ceflar causes Denoden.,Denoden causes Ceflar.,,Higher degree,137774,1712749041721,1712748903947,female,effect-first,English,Agoriv,Themaglin,Rebosen,Flembers,Ceflar,Denoden,63177ed2f150bc4d24e14f0d,66167960e7e915efeaea7436,661674e0c44e7bba83cabd4f,-,T follows from A,8178,3,generation-task-1
3239,27,Ceflar causes Denoden.,Denoden causes Ceflar.,,Higher degree,137774,1712749041721,1712748903947,female,effect-first,English,Agoriv,Themaglin,Rebosen,Flembers,Ceflar,Denoden,63177ed2f150bc4d24e14f0d,66167960e7e915efeaea7436,661674e0c44e7bba83cabd4f,-,R brings F,18740,1,generation-task-2
3239,27,Ceflar causes Denoden.,Denoden causes Ceflar.,,Higher degree,137774,1712749041721,1712748903947,female,effect-first,English,Agoriv,Themaglin,Rebosen,Flembers,Ceflar,Denoden,63177ed2f150bc4d24e14f0d,66167960e7e915efeaea7436,661674e0c44e7bba83cabd4f,-,R brings about F,8875,2,generation-task-2
3239,27,Ceflar causes Denoden.,Denoden causes Ceflar.,,Higher degree,137774,1712749041721,1712748903947,female,effect-first,English,Agoriv,Themaglin,Rebosen,Flembers,Ceflar,Denoden,63177ed2f150bc4d24e14f0d,66167960e7e915efeaea7436,661674e0c44e7bba83cabd4f,-,R causes F,7114,3,generation-task-2
3239,27,Ceflar causes Denoden.,Denoden causes Ceflar.,,Higher degree,137774,1712749041721,1712748903947,female,effect-first,English,Agoriv,Themaglin,Rebosen,Flembers,Ceflar,Denoden,63177ed2f150bc4d24e14f0d,66167960e7e915efeaea7436,661674e0c44e7bba83cabd4f,Ceflar is associated with Denoden.,Denoden causes Ceflar.,25608,1,FC-interpretation
3240,55,Ceflar causes Agoriv.,Agoriv causes Ceflar.,,Graduated High-school,168977,1712749086528,1712748917551,male,cause-first,English,Denoden,Flembers,Themaglin,Rebosen,Ceflar,Agoriv,5e9ac38524030014e2c0a0d0,6616796ec32aaa273ba62a94,661674e0c44e7bba83cabd4f,-,D is responsible for F,35911,1,generation-task-1
3240,55,Ceflar causes Agoriv.,Agoriv causes Ceflar.,,Graduated High-school,168977,1712749086528,1712748917551,male,cause-first,English,Denoden,Flembers,Themaglin,Rebosen,Ceflar,Agoriv,5e9ac38524030014e2c0a0d0,6616796ec32aaa273ba62a94,661674e0c44e7bba83cabd4f,-,D results in F being present,23102,2,generation-task-1
3240,55,Ceflar causes Agoriv.,Agoriv causes Ceflar.,,Graduated High-school,168977,1712749086528,1712748917551,male,cause-first,English,Denoden,Flembers,Themaglin,Rebosen,Ceflar,Agoriv,5e9ac38524030014e2c0a0d0,6616796ec32aaa273ba62a94,661674e0c44e7bba83cabd4f,-,D leads to F,10088,3,generation-task-1
3240,55,Ceflar causes Agoriv.,Agoriv causes Ceflar.,,Graduated High-school,168977,1712749086528,1712748917551,male,cause-first,English,Denoden,Flembers,Themaglin,Rebosen,Ceflar,Agoriv,5e9ac38524030014e2c0a0d0,6616796ec32aaa273ba62a94,661674e0c44e7bba83cabd4f,-,R is a result of T,16889,1,generation-task-2
3240,55,Ceflar causes Agoriv.,Agoriv causes Ceflar.,,Graduated High-school,168977,1712749086528,1712748917551,male,cause-first,English,Denoden,Flembers,Themaglin,Rebosen,Ceflar,Agoriv,5e9ac38524030014e2c0a0d0,6616796ec32aaa273ba62a94,661674e0c44e7bba83cabd4f,-,R is brought on by T,24080,2,generation-task-2
3240,55,Ceflar causes Agoriv.,Agoriv causes Ceflar.,,Graduated High-school,168977,1712749086528,1712748917551,male,cause-first,English,Denoden,Flembers,Themaglin,Rebosen,Ceflar,Agoriv,5e9ac38524030014e2c0a0d0,6616796ec32aaa273ba62a94,661674e0c44e7bba83cabd4f,-,R is a know effect of T,9175,3,generation-task-2
3240,55,Ceflar causes Agoriv.,Agoriv causes Ceflar.,,Graduated High-school,168977,1712749086528,1712748917551,male,cause-first,English,Denoden,Flembers,Themaglin,Rebosen,Ceflar,Agoriv,5e9ac38524030014e2c0a0d0,6616796ec32aaa273ba62a94,661674e0c44e7bba83cabd4f,Ceflar is associated with Agoriv.,Agoriv causes Ceflar.,13789,1,FC-interpretation
3241,61,Ceflar causes Agoriv.,Agoriv causes Ceflar.,,Graduated College,236803,1712749157217,1712748920414,male,effect-first,English,Denoden,Themaglin,Flembers,Rebosen,Ceflar,Agoriv,63beea420c5c885a91f00abe,661679729a87fd1e7f922f74,661674e0c44e7bba83cabd4f,-,Themalgin is caused by Denoden.,41013,1,generation-task-1
3241,61,Ceflar causes Agoriv.,Agoriv causes Ceflar.,,Graduated College,236803,1712749157217,1712748920414,male,effect-first,English,Denoden,Themaglin,Flembers,Rebosen,Ceflar,Agoriv,63beea420c5c885a91f00abe,661679729a87fd1e7f922f74,661674e0c44e7bba83cabd4f,-,Denoden is a cause of Themaglin.,24107,2,generation-task-1
3241,61,Ceflar causes Agoriv.,Agoriv causes Ceflar.,,Graduated College,236803,1712749157217,1712748920414,male,effect-first,English,Denoden,Themaglin,Flembers,Rebosen,Ceflar,Agoriv,63beea420c5c885a91f00abe,661679729a87fd1e7f922f74,661674e0c44e7bba83cabd4f,-,Themalgin originates from Denoden.,23274,3,generation-task-1
3241,61,Ceflar causes Agoriv.,Agoriv causes Ceflar.,,Graduated College,236803,1712749157217,1712748920414,male,effect-first,English,Denoden,Themaglin,Flembers,Rebosen,Ceflar,Agoriv,63beea420c5c885a91f00abe,661679729a87fd1e7f922f74,661674e0c44e7bba83cabd4f,-,Flembers initiates Rebosen.,30892,1,generation-task-2
3241,61,Ceflar causes Agoriv.,Agoriv causes Ceflar.,,Graduated College,236803,1712749157217,1712748920414,male,effect-first,English,Denoden,Themaglin,Flembers,Rebosen,Ceflar,Agoriv,63beea420c5c885a91f00abe,661679729a87fd1e7f922f74,661674e0c44e7bba83cabd4f,-,Flembers is the cause of Rebosen.,40313,2,generation-task-2
3241,61,Ceflar causes Agoriv.,Agoriv causes Ceflar.,,Graduated College,236803,1712749157217,1712748920414,male,effect-first,English,Denoden,Themaglin,Flembers,Rebosen,Ceflar,Agoriv,63beea420c5c885a91f00abe,661679729a87fd1e7f922f74,661674e0c44e7bba83cabd4f,-,Flembers produces Rebosen.,21156,3,generation-task-2
3241,61,Ceflar causes Agoriv.,Agoriv causes Ceflar.,,Graduated College,236803,1712749157217,1712748920414,male,effect-first,English,Denoden,Themaglin,Flembers,Rebosen,Ceflar,Agoriv,63beea420c5c885a91f00abe,661679729a87fd1e7f922f74,661674e0c44e7bba83cabd4f,Ceflar is associated with Agoriv.,Agoriv causes Ceflar.,14272,1,FC-interpretation
3242,22,Themaglin causes Rebosen.,Rebosen causes Themaglin.,,Graduated High-school,235145,1712749332473,1712749097328,female,cause-first,English,Flembers,Ceflar,Denoden,Agoriv,Themaglin,Rebosen,5f0cf299c6db5770064402e1,66167a1fffad3250faf4b0b4,661674e0c44e7bba83cabd4f,-,"F brings about C
F results in C
F promotes C",80418,1,generation-task-1
3242,22,Themaglin causes Rebosen.,Rebosen causes Themaglin.,,Graduated High-school,235145,1712749332473,1712749097328,female,cause-first,English,Flembers,Ceflar,Denoden,Agoriv,Themaglin,Rebosen,5f0cf299c6db5770064402e1,66167a1fffad3250faf4b0b4,661674e0c44e7bba83cabd4f,-,F results in C,49277,2,generation-task-1
3242,22,Themaglin causes Rebosen.,Rebosen causes Themaglin.,,Graduated High-school,235145,1712749332473,1712749097328,female,cause-first,English,Flembers,Ceflar,Denoden,Agoriv,Themaglin,Rebosen,5f0cf299c6db5770064402e1,66167a1fffad3250faf4b0b4,661674e0c44e7bba83cabd4f,-,F promotes C,5454,3,generation-task-1
3242,22,Themaglin causes Rebosen.,Rebosen causes Themaglin.,,Graduated High-school,235145,1712749332473,1712749097328,female,cause-first,English,Flembers,Ceflar,Denoden,Agoriv,Themaglin,Rebosen,5f0cf299c6db5770064402e1,66167a1fffad3250faf4b0b4,661674e0c44e7bba83cabd4f,-,"A results from D
",16633,1,generation-task-2
3242,22,Themaglin causes Rebosen.,Rebosen causes Themaglin.,,Graduated High-school,235145,1712749332473,1712749097328,female,cause-first,English,Flembers,Ceflar,Denoden,Agoriv,Themaglin,Rebosen,5f0cf299c6db5770064402e1,66167a1fffad3250faf4b0b4,661674e0c44e7bba83cabd4f,-,A is caused by D,12209,2,generation-task-2
3242,22,Themaglin causes Rebosen.,Rebosen causes Themaglin.,,Graduated High-school,235145,1712749332473,1712749097328,female,cause-first,English,Flembers,Ceflar,Denoden,Agoriv,Themaglin,Rebosen,5f0cf299c6db5770064402e1,66167a1fffad3250faf4b0b4,661674e0c44e7bba83cabd4f,-,A comes after D,20337,3,generation-task-2
3242,22,Themaglin causes Rebosen.,Rebosen causes Themaglin.,,Graduated High-school,235145,1712749332473,1712749097328,female,cause-first,English,Flembers,Ceflar,Denoden,Agoriv,Themaglin,Rebosen,5f0cf299c6db5770064402e1,66167a1fffad3250faf4b0b4,661674e0c44e7bba83cabd4f,Themaglin is associated with Rebosen.,Rebosen causes Themaglin.,17205,1,FC-interpretation
3243,58,Rebosen causes Flembers.,Flembers causes Rebosen.,,Graduated College,208537,1712749355069,1712749146532,female,cause-first,English,Agoriv,Denoden,Themaglin,Ceflar,Rebosen,Flembers,5d7fa4fd6eff6f001a16b4aa,66167a4d4c56f7e6f10d4eb6,661674e0c44e7bba83cabd4f,-,Agoriv produces Denoden A is responsible for D A makes D happen,58537,1,generation-task-1
3243,58,Rebosen causes Flembers.,Flembers causes Rebosen.,,Graduated College,208537,1712749355069,1712749146532,female,cause-first,English,Agoriv,Denoden,Themaglin,Ceflar,Rebosen,Flembers,5d7fa4fd6eff6f001a16b4aa,66167a4d4c56f7e6f10d4eb6,661674e0c44e7bba83cabd4f,-,A makes D happen,26680,2,generation-task-1
