submission_id,QUD,age,choice1,choice2,choiceNameFirst,comments,condition,education,experiment_duration,experiment_end_time,experiment_start_time,gender,languages,name1,name2,prolific_pid,prolific_session_id,prolific_study_id,response,responseTime,statement,statementFirst,topic,trialNR
2230,Can you tell me something about Ceflar?,26,Ceflar causes Rebosen.,Rebosen causes Ceflar.,Ceflar,,topic-is-subject,Graduated College,54012,1710583764080,1710583710068,female,English,Rebosen,Ceflar,5a54e0b7ac5624000153865d,65f56f97838dcc1ac145f32a,65f560505a0fd1f1dad5a605,Rebosen causes Ceflar.,23466,Ceflar is associated with Rebosen.,second,second,0
2185,Can you tell me something about Denoden?,60,Denoden causes Flembers.,Flembers causes Denoden.,Denoden,,topic-is-PP,Higher degree,68586,1710583301792,1710583233206,male,English,Flembers,Denoden,5b1bc42168a5ed0001737ef3,65f56dbaa163a187260c012e,65f560505a0fd1f1dad5a605,Flembers causes Denoden.,39334,Flembers is associated with Denoden.,first,second,0
2186,Can you tell me something about Themaglin?,33,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,topic-is-subject,Higher degree,71583,1710583314589,1710583243006,female,"English, Urdu, Punjabi",Themaglin,Ceflar,5d339a0d3914420001a07f00,65f56dc177f3db0d478882bc,65f560505a0fd1f1dad5a605,Themaglin causes Ceflar.,45928,Themaglin is associated with Ceflar.,first,first,0
2192,Can you tell me something about Ceflar?,68,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,topic-is-subject,Higher degree,65007,1710583436484,1710583371477,female,English,Ceflar,Denoden,5d628bb8d293be0017808bf6,65f56e3db2471d94ad38ddff,65f560505a0fd1f1dad5a605,Denoden causes Ceflar.,40833,Ceflar is associated with Denoden.,first,first,0
2198,Can you tell me something about Themaglin?,39,Themaglin causes Rebosen.,Rebosen causes Themaglin.,Themaglin,,topic-is-PP,Graduated College,43808,1710583494132,1710583450324,female,English,Themaglin,Rebosen,5bad2d8350791d000114442b,65f56e944af96460db08fdd1,65f560505a0fd1f1dad5a605,Themaglin causes Rebosen.,27470,Rebosen is associated with Themaglin.,second,first,0
2229,Can you tell me something about Denoden?,39,Themaglin causes Denoden.,Denoden causes Themaglin.,Themaglin,,topic-is-PP,Higher degree,33369,1710583746992,1710583713623,male,English,Denoden,Themaglin,5e66a61aed17a90318af3adb,65f56f8e51100c7020887e17,65f560505a0fd1f1dad5a605,Themaglin causes Denoden.,16926,Themaglin is associated with Denoden.,second,first,0
2234,Can you tell me something about Ceflar?,38,Ceflar causes Agoriv.,Agoriv causes Ceflar.,Ceflar,,topic-is-PP,Higher degree,72330,1710583778748,1710583706418,male,English,Agoriv,Ceflar,58f93198dbfafa0001d227c9,65f56f922f7c9ce94d0bf803,65f560505a0fd1f1dad5a605,Agoriv causes Ceflar.,33557,Agoriv is associated with Ceflar.,first,second,0
2242,Can you tell me something about Denoden?,57,Denoden causes Rebosen.,Rebosen causes Denoden.,Denoden,,topic-is-PP,Graduated College,39965,1710583859921,1710583819956,female,"English, Italian",Denoden,Rebosen,5ea01c7e792cdc00099748d6,65f57006a163a187260c01bd,65f560505a0fd1f1dad5a605,Rebosen causes Denoden.,20348,Rebosen is associated with Denoden.,second,first,0
2247,Can you tell me something about Flembers?,48,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,topic-is-subject,Higher degree,63002,1710583886773,1710583823771,female,English,Agoriv,Flembers,5d758d935625b90001fa4014,65f570045fbf82f0d5de5b56,65f560505a0fd1f1dad5a605,Agoriv causes Flembers.,33511,Flembers is associated with Agoriv.,second,second,0
2250,Can you tell me something about Denoden?,49,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv,,topic-is-PP,Graduated College,59538,1710583897958,1710583838420,female,English,Agoriv,Denoden,552bf9b4fdf99b59afb6c38c,65f5700f4c70df44e4ce32d1,65f560505a0fd1f1dad5a605,Denoden causes Agoriv.,24999,Agoriv is associated with Denoden.,first,second,0
2188,Can you tell me something about Denoden?,39,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv,,topic-is-PP,Graduated College,39864,1710583359133,1710583319269,female,English,Agoriv,Denoden,58fa36995214e3000193281c,65f56e0f3cc1862af61a9be8,65f560505a0fd1f1dad5a605,Denoden causes Agoriv.,20959,Agoriv is associated with Denoden.,first,second,0
2190,Can you tell me something about Rebosen?,37,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,,topic-is-subject,Higher degree,55788,1710583378231,1710583322443,male,English,Flembers,Rebosen,659d535f33273bfcc445eaf3,65f56e103cc1862af61a9bee,65f560505a0fd1f1dad5a605,Rebosen causes Flembers.,27352,Rebosen is associated with Flembers.,second,second,0
2199,Can you tell me something about Rebosen?,56,Ceflar causes Rebosen.,Rebosen causes Ceflar.,Ceflar,,topic-is-subject,Graduated College,86935,1710583522017,1710583435082,female,English,Rebosen,Ceflar,61422a3115aaa36f32f2e0c2,65f56e80cf58d60ef65edc46,65f560505a0fd1f1dad5a605,Ceflar causes Rebosen.,42995,Rebosen is associated with Ceflar.,first,first,0
2211,Can you tell me something about Agoriv?,26,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,topic-is-subject,Higher degree,36377,1710583635764,1710583599387,male,English,Agoriv,Themaglin,615e95eddff82cf25e73abb2,65f56f27df5d5ea675b1c6c1,65f560505a0fd1f1dad5a605,Themaglin causes Agoriv.,25100,Agoriv is associated with Themaglin.,first,first,0
2214,Can you tell me something about Rebosen?,53,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,,topic-is-subject,Higher degree,29127,1710583660402,1710583631275,female,English,Flembers,Rebosen,5966aae6d9e2860001b26dc7,65f56f445754b209484d0ec3,65f560505a0fd1f1dad5a605,Flembers causes Rebosen.,12782,Rebosen is associated with Flembers.,second,second,0
2226,Can you tell me something about Flembers?,38,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,topic-is-PP,Higher degree,51569,1710583715974,1710583664405,male,english,Flembers,Denoden,5ef0fcea28006f6b24913b02,65f56f23c2c3b78c8ed5a7cd,65f560505a0fd1f1dad5a605,Flembers causes Denoden.,29734,Denoden is associated with Flembers.,second,first,0
2241,Can you tell me something about Themaglin?,31,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,topic-is-PP,Graduated College,45218,1710583858295,1710583813077,male,English ,Ceflar,Themaglin,61057c15a41ca76d1929f024,65f56ffcc2c3b78c8ed5a7fe,65f560505a0fd1f1dad5a605,Themaglin causes Ceflar.,27251,Ceflar is associated with Themaglin.,first,second,0
2276,Can you tell me something about Agoriv?,41,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv,,topic-is-PP,Higher degree,48782,1710584014539,1710583965757,female,English,Denoden,Agoriv,65a1480e4e95f947561505b6,65f570967f5b498314e141ec,65f560505a0fd1f1dad5a605,Denoden causes Agoriv.,21881,Denoden is associated with Agoriv.,first,second,0
2277,Can you tell me something about Agoriv?,54,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,topic-is-subject,Graduated College,57378,1710584016600,1710583959222,female,English,Ceflar,Agoriv,613791ef07e699be4ebd53f8,65f570827f5b498314e141e8,65f560505a0fd1f1dad5a605,Agoriv causes Ceflar.,35437,Agoriv is associated with Ceflar.,second,second,0
2197,Can you tell me something about Denoden?,28,Denoden causes Flembers.,Flembers causes Denoden.,Denoden,,topic-is-subject,Graduated College,32845,1710583489245,1710583456400,female,English,Flembers,Denoden,5d35f333c5b0480019004321,65f56e9aa0ffd51e16cd7512,65f560505a0fd1f1dad5a605,Denoden causes Flembers.,15566,Denoden is associated with Flembers.,second,second,0
2201,Can you tell me something about Themaglin?,25,Themaglin causes Denoden.,Denoden causes Themaglin.,Themaglin,,topic-is-PP,Graduated College,38695,1710583572275,1710583533580,male,English,Themaglin,Denoden,62b305571881769a2296082c,65f56ee42466df97bed4621f,65f560505a0fd1f1dad5a605,Denoden causes Themaglin.,17048,Denoden is associated with Themaglin.,second,first,0
2204,Can you tell me something about Denoden?,42,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,topic-is-PP,Graduated High-school,58382,1710583603991,1710583545609,female,English,Ceflar,Denoden,6164a6bd457c0398791b5f99,65f56ef0b2471d94ad38de43,65f560505a0fd1f1dad5a605,Denoden causes Ceflar.,22333,Ceflar is associated with Denoden.,first,second,0
2221,Can you tell me something about Themaglin?,52,Themaglin causes Ceflar.,Ceflar causes Themaglin.,Themaglin,,topic-is-PP,Graduated High-school,81697,1710583704735,1710583623038,female,English,Ceflar,Themaglin,58efec0c95e1480001305bd2,65f56f3fbaabda8dcaff0699,65f560505a0fd1f1dad5a605,Ceflar causes Themaglin.,54188,Ceflar is associated with Themaglin.,first,second,0
2235,Can you tell me something about Agoriv?,56,Agoriv causes Rebosen.,Rebosen causes Agoriv.,Agoriv,I was stumped at first but then I took it to mean that Robosen may be a condition.,topic-is-PP,Graduated High-school,379407,1710583783304,1710583403897,female,English,Agoriv,Rebosen,64834ca600dfc800b8242f95,65f56e624c70df44e4ce3280,65f560505a0fd1f1dad5a605,Rebosen causes Agoriv.,122813,Rebosen is associated with Agoriv.,second,first,0
2237,Can you tell me something about Denoden?,58,Denoden causes Flembers.,Flembers causes Denoden.,Denoden,,topic-is-subject,Higher degree,54649,1710583804268,1710583749619,female,English,Denoden,Flembers,5f4eae624562c70dbee13cd2,65f56fc25e08f6ab54dff3be,65f560505a0fd1f1dad5a605,Denoden causes Flembers.,28223,Denoden is associated with Flembers.,first,first,0
2254,Can you tell me something about Flembers?,29,Themaglin causes Flembers.,Flembers causes Themaglin.,Themaglin,,topic-is-subject,Graduated College,60551,1710583934748,1710583874197,female,english,Themaglin,Flembers,59949fcfcf1d1700016efa58,65f57035499489572acce49e,65f560505a0fd1f1dad5a605,Themaglin causes Flembers.,32050,Flembers is associated with Themaglin.,second,second,0
2257,Can you tell me something about Rebosen?,25,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,topic-is-subject,Higher degree,35013,1710583948483,1710583913470,female,english,Ceflar,Rebosen,5f904410ef86570b6eeebcb6,65f57057391bec682990d21b,65f560505a0fd1f1dad5a605,Ceflar causes Rebosen.,14458,Rebosen is associated with Ceflar.,second,second,0
2203,Can you tell me something about Ceflar?,63,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,None.,topic-is-subject,Higher degree,90201,1710583590762,1710583500561,male,English,Ceflar,Rebosen,5cb4b413a17c7300154f8b60,65f56ec04c70df44e4ce3297,65f560505a0fd1f1dad5a605,Rebosen causes Ceflar.,42414,Ceflar is associated with Rebosen.,first,first,0
2206,Can you tell me something about Agoriv?,55,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,topic-is-PP,Higher degree,69946,1710583613834,1710583543888,male,English,Agoriv,Ceflar,5c7e32d919b8d40016e6c7ef,65f56eee5754b209484d0eb4,65f560505a0fd1f1dad5a605,Agoriv causes Ceflar.,41596,Ceflar is associated with Agoriv.,second,first,0
2209,Can you tell me something about Ceflar?,38,Themaglin causes Ceflar.,Ceflar causes Themaglin.,Themaglin,,topic-is-PP,Higher degree,28212,1710583630617,1710583602405,male,english,Themaglin,Ceflar,5ef0fcea28006f6b24913b02,65f56f23c2c3b78c8ed5a7cd,65f560505a0fd1f1dad5a605,Themaglin causes Ceflar.,47,Themaglin is associated with Ceflar.,first,second,0
2224,Can you tell me something about Flembers?,43,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,topic-is-subject,Graduated High-school,71729,1710583713338,1710583641609,male,English ,Flembers,Agoriv,601ef22cb13fd83f1f43393e,65f56f4f4d61aa2462a033df,65f560505a0fd1f1dad5a605,Agoriv causes Flembers.,34648,Flembers is associated with Agoriv.,first,first,0
2231,Can you tell me something about Flembers?,35,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,topic-is-subject,Higher degree,75564,1710583766015,1710583690451,female,Tagalog,Flembers,Agoriv,608b2baaabbc11fcf3928625,65f56f83dc148945f0f094f6,65f560505a0fd1f1dad5a605,Agoriv causes Flembers.,47777,Flembers is associated with Agoriv.,first,first,0
2264,Can you tell me something about Agoriv?,47,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,topic-is-subject,Graduated High-school,54970,1710583978512,1710583923542,male,English,Ceflar,Agoriv,56f5a802736c79000d22e241,65f5706bc4b0110a2eea64ee,65f560505a0fd1f1dad5a605,Ceflar causes Agoriv.,29097,Agoriv is associated with Ceflar.,second,second,0
2265,Can you tell me something about Flembers?,24,Flembers causes Rebosen.,Rebosen causes Flembers.,Flembers,,topic-is-PP,Graduated High-school,35393,1710583988877,1710583953484,female,English,Flembers,Rebosen,62f86986459eb8ab70339c2d,65f5708b762a07b50be81e5e,65f560505a0fd1f1dad5a605,Flembers causes Rebosen.,15462,Rebosen is associated with Flembers.,second,first,0
2281,Can you tell me something about Rebosen?,43,Rebosen causes Agoriv.,Agoriv causes Rebosen.,Rebosen,,topic-is-PP,Higher degree,78048,1710584038235,1710583960187,female,English ,Agoriv,Rebosen,60f8170c3455dc96b7ac73bb,65f57091c03a2a1ad9cce6c7,65f560505a0fd1f1dad5a605,Rebosen causes Agoriv.,48142,Agoriv is associated with Rebosen.,first,second,0
