submission_id,age,choice1,choice2,choiceNameFirst,comments,condition,education,experiment_duration,experiment_end_time,experiment_start_time,gender,languages,name1,name2,prolific_pid,prolific_session_id,prolific_study_id,response,responseTime,trialNR
1229,25,Denoden causes Flembers.,Flembers causes Denoden.,Denoden,,firstTopic,Graduated High-school,55486,1705060798568,1705060743082,female,english,Denoden,Flembers,5e0b8090fd5911000db67e31,65a12981b2f4d9d7476160a6,65a122e9f05db70790ca9ad7,Flembers causes Denoden.,27427,0
1230,55,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,firstTopic,Graduated College,90095,1705060802923,1705060712828,female,English ,Flembers,Themaglin,5c1e190a55683b000134b778,65a1295bdf8a6c4d6768cb18,65a122e9f05db70790ca9ad7,Themaglin causes Flembers.,48999,0
1239,32,Themaglin causes Rebosen.,Rebosen causes Themaglin.,Themaglin,,secondTopic,Higher degree,47720,1705060825979,1705060778259,female,English,Themaglin,Rebosen,607d6e86f96c147cf2b3223c,65a129a1f05db70790ca9cb1,65a122e9f05db70790ca9ad7,Rebosen causes Themaglin.,29051,0
1240,40,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,firstTopic,Higher degree,60815,1705060826314,1705060765499,female,English,Agoriv,Themaglin,6560ace4c161540f384bad46,65a1298e368849e7d7878f34,65a122e9f05db70790ca9ad7,Agoriv causes Themaglin.,35559,0
1250,46,Denoden causes Agoriv.,Agoriv causes Denoden.,Denoden,,firstTopic,Graduated College,59263,1705060853434,1705060794171,female,English,Denoden,Agoriv,5c509355b65d46000189ada6,65a129b304810323fe839a58,65a122e9f05db70790ca9ad7,Denoden causes Agoriv.,30659,0
1231,55,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,secondTopic,Graduated College,78292,1705060807460,1705060729168,male,English,Denoden,Ceflar,609d81679bcff493c7d143de,65a1296dfb05be4e2018dbc1,65a122e9f05db70790ca9ad7,Ceflar causes Denoden.,56678,0
1233,69,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,firstTopic,Higher degree,71351,1705060810465,1705060739114,female,English,Agoriv,Flembers,5d10a559017b2a000179ecb6,65a1297832d7d774f9e11e92,65a122e9f05db70790ca9ad7,Agoriv causes Flembers.,39687,0
1235,30,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,firstTopic,Higher degree,34316,1705060812706,1705060778390,female,english,Rebosen,Ceflar,5d93ab29efb8550018d5626c,65a129a472a68c6b5e5910f8,65a122e9f05db70790ca9ad7,Rebosen causes Ceflar.,15129,0
1237,49,Denoden causes Rebosen.,Rebosen causes Denoden.,Denoden,,firstTopic,Higher degree,38470,1705060822902,1705060784432,female,English,Rebosen,Denoden,5c927effc719fc00157df08d,65a129a967f422e1d9acbcfb,65a122e9f05db70790ca9ad7,Rebosen causes Denoden.,19926,0
1244,30,Ceflar causes Flembers.,Flembers causes Ceflar.,Ceflar,,secondTopic,Higher degree,48160,1705060839685,1705060791525,female,English,Flembers,Ceflar,5e68b5323f1867000dd39a05,65a129b19138e6b8ad9b7293,65a122e9f05db70790ca9ad7,Ceflar causes Flembers.,31952,0
1248,52,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,secondTopic,Higher degree,33804,1705060851317,1705060817513,male,English ,Agoriv,Flembers,56114aa67ffc8a000f81148d,65a129c8ded39e553a406324,65a122e9f05db70790ca9ad7,Flembers causes Agoriv.,16383,0
1253,35,Themaglin causes Agoriv.,Agoriv causes Themaglin.,Themaglin,,secondTopic,Higher degree,45302,1705060865181,1705060819879,male,,Agoriv,Themaglin,5fe09b10da39ca1cf723cc63,65a129ba54f0e517aa7e9ef7,65a122e9f05db70790ca9ad7,Agoriv causes Themaglin.,26745,0
1234,25,Agoriv causes Rebosen.,Rebosen causes Agoriv.,Agoriv,,secondTopic,Higher degree,48611,1705060811962,1705060763351,female,English ,Agoriv,Rebosen,61193a2aa07c76d4c3db2b81,65a129953aeaef761c62e1b0,65a122e9f05db70790ca9ad7,Agoriv causes Rebosen.,27677,0
1242,53,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,secondTopic,Higher degree,37394,1705060830663,1705060793269,female,English,Flembers,Denoden,5d4820dcf624e100011165ee,65a129b05a6399c66c802555,65a122e9f05db70790ca9ad7,Denoden causes Flembers.,14821,0
1249,49,Themaglin causes Ceflar.,Ceflar causes Themaglin.,Themaglin,,secondTopic,Graduated College,48032,1705060851743,1705060803711,female,English,Ceflar,Themaglin,5fb7ede2a2e58b4413cadee4,65a129bf1822e6e7188ce99e,65a122e9f05db70790ca9ad7,Themaglin causes Ceflar.,23008,0
1236,27,Themaglin causes Rebosen.,Rebosen causes Themaglin.,Themaglin,,firstTopic,Higher degree,29412,1705060818746,1705060789334,female,English,Themaglin,Rebosen,60f58b29685594f5e85498ac,65a129afaa5da53d9554b095,65a122e9f05db70790ca9ad7,Themaglin causes Rebosen.,11616,0
1245,28,Flembers causes Rebosen.,Rebosen causes Flembers.,Flembers,,secondTopic,Graduated College,34105,1705060841153,1705060807048,female,English,Flembers,Rebosen,5b59ea857ac6d70001aae449,65a129c59394712d91014ba4,65a122e9f05db70790ca9ad7,Rebosen causes Flembers.,16842,0
1241,57,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,firstTopic,Higher degree,38920,1705060828974,1705060790054,male,english,Themaglin,Ceflar,5e85ab2b4fc4231a0781facb,65a129ad13b590e6e1878ee1,65a122e9f05db70790ca9ad7,Ceflar causes Themaglin.,19686,0
1247,40,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,,secondTopic,Graduated College,32263,1705060844035,1705060811772,male,English,Denoden,Ceflar,5ed0dc47fd66121c75e88443,65a129c55a6399c66c802561,65a122e9f05db70790ca9ad7,Ceflar causes Denoden.,18146,0
1256,30,Agoriv causes Rebosen.,Rebosen causes Agoriv.,Agoriv,,secondTopic,Graduated College,48198,1705060876883,1705060828685,female,English,Agoriv,Rebosen,5ff17d1bbbdf7f5b35a0b334,65a129c2ea25afdc0b128cfc,65a122e9f05db70790ca9ad7,Rebosen causes Agoriv.,25848,0
1258,58,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,firstTopic,Graduated College,60388,1705060883902,1705060823514,male,English,Denoden,Themaglin,56278536ddff3c0005bcdad9,65a129caab5c0c492e5bcab8,65a122e9f05db70790ca9ad7,Themaglin causes Denoden.,33984,0
1261,46,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,,firstTopic,Higher degree,51562,1705060887055,1705060835493,male,English,Ceflar,Denoden,62e24a76566e89b0c2753c5c,65a129db5ff98cf10f54b09b,65a122e9f05db70790ca9ad7,Denoden causes Ceflar.,27405,0
1268,33,Denoden causes Rebosen.,Rebosen causes Denoden.,Denoden,,firstTopic,Higher degree,105756,1705060904201,1705060798445,female,English ,Rebosen,Denoden,5d72bab5c2368600175819a7,65a129ba0375ace43a7ae008,65a122e9f05db70790ca9ad7,Rebosen causes Denoden.,93329,0
1273,52,Themaglin causes Rebosen.,Rebosen causes Themaglin.,Themaglin,,secondTopic,Graduated College,41056,1705060915549,1705060874493,female,,Themaglin,Rebosen,5e8b8e0e380f900589c2ace4,65a12a011b059c90967e9e33,65a122e9f05db70790ca9ad7,Rebosen causes Themaglin.,17951,0
1275,30,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,firstTopic,Higher degree,49556,1705060921966,1705060872410,male,English,Themaglin,Flembers,5bb75d5ab59bb60001009241,65a12a012f43d10fc6801da2,65a122e9f05db70790ca9ad7,Flembers causes Themaglin.,26628,0
1290,27,Ceflar causes Rebosen.,Rebosen causes Ceflar.,Ceflar,,firstTopic,Graduated High-school,35697,1705060954966,1705060919269,female,English,Rebosen,Ceflar,6173d699b67b70872e0aa650,65a12a321822e6e7188ce9bf,65a122e9f05db70790ca9ad7,Ceflar causes Rebosen.,21192,0
1259,37,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,,firstTopic,Graduated High-school,58162,1705060885898,1705060827736,female,English,Flembers,Rebosen,5f2fcda9700ba6032442db9c,65a129d3b2f4d9d7476160c1,65a122e9f05db70790ca9ad7,Rebosen causes Flembers.,35257,0
1269,33,Ceflar causes Rebosen.,Rebosen causes Ceflar.,Ceflar,,secondTopic,Higher degree,47652,1705060907520,1705060859868,female,english,Rebosen,Ceflar,62cfeab06cb6c36b80b91493,65a129f59138e6b8ad9b72a3,65a122e9f05db70790ca9ad7,Ceflar causes Rebosen.,20216,0
1278,30,Themaglin causes Agoriv.,Agoriv causes Themaglin.,Themaglin,,secondTopic,Higher degree,25688,1705060931113,1705060905425,female,English,Themaglin,Agoriv,6148a744a4927f58c507b905,65a12a2672a68c6b5e59111d,65a122e9f05db70790ca9ad7,Agoriv causes Themaglin.,10961,0
1283,49,Ceflar causes Agoriv.,Agoriv causes Ceflar.,Ceflar,,firstTopic,Graduated High-school,67161,1705060936885,1705060869724,female,English,Ceflar,Agoriv,5eadc384e00264461f74d7c8,65a129f90dabe829153f1b80,65a122e9f05db70790ca9ad7,Agoriv causes Ceflar.,47563,0
1309,26,Denoden causes Agoriv.,Agoriv causes Denoden.,Denoden,,firstTopic,Graduated High-school,56244,1705061009704,1705060953460,male,English,Denoden,Agoriv,62b2494a6b5643fdf0d4d52a,65a12a4acef11c31d9e12053,65a122e9f05db70790ca9ad7,Denoden causes Agoriv.,30916,0
1310,36,Denoden causes Agoriv.,Agoriv causes Denoden.,Denoden,,secondTopic,Higher degree,43298,1705061018043,1705060974745,male,,Denoden,Agoriv,5a6a45900384310001944353,65a12a6a298a2914d2a54e67,65a122e9f05db70790ca9ad7,Denoden causes Agoriv.,22192,0
1313,62,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,"I don’t have any further comments, thank you.",firstTopic,Graduated College,108033,1705061030659,1705060922626,female,English,Ceflar,Denoden,622a09fde7c58a6a14e20508,65a12a2b3aeaef761c62e1db,65a122e9f05db70790ca9ad7,Ceflar causes Denoden.,56875,0
1260,68,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,secondTopic,Graduated College,72081,1705060886525,1705060814444,female,English ,Flembers,Agoriv,5ed556715b338d0d1597dad9,65a129c4aa5da53d9554b09b,65a122e9f05db70790ca9ad7,Flembers causes Agoriv.,39630,0
1282,45,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,,firstTopic,Graduated College,116678,1705060935203,1705060818525,female,English ,Ceflar,Flembers,634699cbb044d59e19d5a7ea,65a129cb85a489e938bbc061,65a122e9f05db70790ca9ad7,Ceflar causes Flembers.,41352,0
1289,70,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,,firstTopic,Graduated College,49043,1705060955307,1705060906264,female,,Rebosen,Denoden,5ec935140a3dec42d4da7565,65a12a23aa5111f6d7dfb44d,65a122e9f05db70790ca9ad7,Rebosen causes Denoden.,29129,0
1297,47,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,firstTopic,Higher degree,54691,1705060973979,1705060919288,female,English,Flembers,Themaglin,5f99c390429a4507f8f935dc,65a12a315aac3034b6e0b153,65a122e9f05db70790ca9ad7,Themaglin causes Flembers.,29942,0
1301,30,Themaglin causes Rebosen.,Rebosen causes Themaglin.,Themaglin,,secondTopic,Higher degree,34601,1705060991498,1705060956897,male,English,Rebosen,Themaglin,63ec8f5a027af23c30842450,65a12a5382018d8bbb8d4ed5,65a122e9f05db70790ca9ad7,Themaglin causes Rebosen.,18356,0
1303,62,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,,secondTopic,Graduated College,48753,1705060998380,1705060949627,female,,Rebosen,Flembers,5870336cdb3e720001e230cd,65a12a4c9138e6b8ad9b72ba,65a122e9f05db70790ca9ad7,Flembers causes Rebosen.,22490,0
1307,37,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,secondTopic,Higher degree,29269,1705061006841,1705060977572,female,english,Flembers,Themaglin,613dc2a34367a17b786a0f1c,65a12a570dabe829153f1b90,65a122e9f05db70790ca9ad7,Themaglin causes Flembers.,15379,0
1312,31,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,secondTopic,Higher degree,87503,1705061023642,1705060936139,female,English ,Themaglin,Flembers,5e25ca0e637b4103e19e7168,65a12a0732d7d774f9e11ec1,65a122e9f05db70790ca9ad7,Flembers causes Themaglin.,24678,0
1262,50,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,secondTopic,Graduated High-school,84798,1705060888696,1705060803898,female,English,Agoriv,Themaglin,623835d1500d57afad3cfdbc,65a1299fc8809589b79f2c85,65a122e9f05db70790ca9ad7,Themaglin causes Agoriv.,36172,0
1263,42,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,None.,secondTopic,Higher degree,70060,1705060891633,1705060821573,female,English,Denoden,Flembers,5e0a2c6ca1f3612bc1edd2bc,65a129d1aa5da53d9554b0a0,65a122e9f05db70790ca9ad7,Denoden causes Flembers.,50481,0
1264,63,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,secondTopic,Graduated College,50890,1705060898602,1705060847712,female,english,Flembers,Agoriv,6040968fbace9b2bac7b21bd,65a129e217bb6b7496715017,65a122e9f05db70790ca9ad7,Agoriv causes Flembers.,23890,0
1266,55,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv,,secondTopic,Graduated College,67920,1705060904794,1705060836874,female,english,Denoden,Agoriv,5c9749b849784d001b486f6a,65a129dbab5c0c492e5bcac3,65a122e9f05db70790ca9ad7,Denoden causes Agoriv.,43327,0
1265,66,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,,secondTopic,Graduated College,82452,1705060900874,1705060818422,female,English ,Themaglin,Rebosen,6001944c90dd7f081710f788,65a129c79d26c7b456da70f3,65a122e9f05db70790ca9ad7,Rebosen causes Themaglin.,30950,0
1267,43,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,firstTopic,Higher degree,73197,1705060902856,1705060829659,female,English ,Themaglin,Agoriv,5e9042e3765e9734d5ab481c,65a129d71822e6e7188ce9a8,65a122e9f05db70790ca9ad7,Agoriv causes Themaglin.,43448,0
1270,30,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,,secondTopic,Graduated College,29111,1705060918797,1705060889686,male,English,Ceflar,Flembers,63d69ccdc2aedd666b740bee,65a12a0a681ea2f7ace192c5,65a122e9f05db70790ca9ad7,Ceflar causes Flembers.,14890,0
1274,39,Themaglin causes Denoden.,Denoden causes Themaglin.,Themaglin,,secondTopic,Graduated College,42294,1705060913266,1705060870972,male,English,Denoden,Themaglin,5ee55d2d0eccfc2a733ad0db,65a129e832d7d774f9e11ebb,65a122e9f05db70790ca9ad7,Themaglin causes Denoden.,19151,0
1279,35,Denoden causes Flembers.,Flembers causes Denoden.,Denoden,,firstTopic,Higher degree,64489,1705060933576,1705060869087,female,English,Flembers,Denoden,5d83ed17ea47230019e0ae50,65a129fe54f5fc3e6e7ae122,65a122e9f05db70790ca9ad7,Flembers causes Denoden.,28026,0
1271,43,Themaglin causes Agoriv.,Agoriv causes Themaglin.,Themaglin,,firstTopic,Higher degree,63277,1705060909862,1705060846585,male,English ,Agoriv,Themaglin,5a8e798af49c9a0001f3dd0d,65a129e569db091048ca9d46,65a122e9f05db70790ca9ad7,Agoriv causes Themaglin.,34727,0
1281,28,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,secondTopic,Graduated College,58965,1705060934466,1705060875501,female,English,Denoden,Ceflar,5ee7665a74f20302efda997f,65a12a0717bb6b749671501c,65a122e9f05db70790ca9ad7,Ceflar causes Denoden.,36952,0
1286,45,Agoriv causes Rebosen.,Rebosen causes Agoriv.,Agoriv,,firstTopic,Graduated College,40205,1705060947267,1705060907062,female,English,Agoriv,Rebosen,5c6c81054d186e00011606d7,65a12a225250f561f69f2ee2,65a122e9f05db70790ca9ad7,Agoriv causes Rebosen.,15027,0
1272,54,Themaglin causes Flembers.,Flembers causes Themaglin.,Themaglin,,firstTopic,Higher degree,47432,1705060912279,1705060864847,male,British,Themaglin,Flembers,5c71ca9bf6c9fe00013ef0b5,65a129f94578f1fdd662d93c,65a122e9f05db70790ca9ad7,Themaglin causes Flembers.,24076,0
1276,27,Themaglin causes Denoden.,Denoden causes Themaglin.,Themaglin,,firstTopic,Higher degree,32531,1705060926253,1705060893722,male,English,Denoden,Themaglin,61bb376b40db417c1a138a52,65a12a199d26c7b456da7102,65a122e9f05db70790ca9ad7,Denoden causes Themaglin.,16867,0
1280,54,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,secondTopic,Graduated College,64972,1705060932814,1705060867842,male,English,Flembers,Denoden,5dee265613911c4bb3c0ac7e,65a12a00ded39e553a40632f,65a122e9f05db70790ca9ad7,Denoden causes Flembers.,25274,0
1292,40,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,firstTopic,Higher degree,54440,1705060963246,1705060908806,female,,Themaglin,Flembers,5cdebc5cc07328001a4bfd93,65a12a2959b954b56a8ce81f,65a122e9f05db70790ca9ad7,Flembers causes Themaglin.,30376,0
1277,27,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,secondTopic,Higher degree,34121,1705060933051,1705060898930,female,English,Denoden,Flembers,60f68f4ac13cf8de419f1d8d,65a12a180375ace43a7ae019,65a122e9f05db70790ca9ad7,Flembers causes Denoden.,16923,0
1287,34,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,,firstTopic,Graduated College,35860,1705060987457,1705060951597,male,English,Flembers,Rebosen,5bab5f23fdc48b00017769b7,65a12a2c06d05910f3db60a5,65a122e9f05db70790ca9ad7,Rebosen causes Flembers.,21199,0
1293,36,Rebosen causes Agoriv.,Agoriv causes Rebosen.,Rebosen,,secondTopic,Higher degree,67006,1705060965693,1705060898687,female,English,Rebosen,Agoriv,6278d1d21fe9f6c30e44e3f1,65a12a1cc4a7561237097f3d,65a122e9f05db70790ca9ad7,Agoriv causes Rebosen.,44387,0
1295,26,Ceflar causes Flembers.,Flembers causes Ceflar.,Ceflar,,firstTopic,Higher degree,35057,1705060968316,1705060933259,female,English,Ceflar,Flembers,5e716ca3bea4de092aebb04e,65a12a0448ee4a1f83d583cd,65a122e9f05db70790ca9ad7,Flembers causes Ceflar.,22154,0
1299,28,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,secondTopic,Higher degree,27892,1705060977689,1705060949797,female,English,Rebosen,Ceflar,5f28431d82be890d2f58a32d,65a12a4d5aac3034b6e0b15a,65a122e9f05db70790ca9ad7,Ceflar causes Rebosen.,13663,0
1284,44,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,secondTopic,Higher degree,44536,1705060938162,1705060893626,male,English ,Ceflar,Themaglin,5acb56195cd105000162769c,65a12a17a15adfd1cbab1961,65a122e9f05db70790ca9ad7,Ceflar causes Themaglin.,21699,0
1285,63,Denoden causes Flembers.,Flembers causes Denoden.,Denoden,,firstTopic,Higher degree,66141,1705060942658,1705060876517,female,English,Flembers,Denoden,563fecf4074be600055e98c7,65a12a04e1c4638c65e6167f,65a122e9f05db70790ca9ad7,Denoden causes Flembers.,36975,0
1294,40,Denoden causes Agoriv.,Agoriv causes Denoden.,Denoden,,firstTopic,Graduated College,75643,1705060966974,1705060891331,female,british,Agoriv,Denoden,5f0c7dcc324f8b0ca60380f6,65a12a13298a2914d2a54e39,65a122e9f05db70790ca9ad7,Agoriv causes Denoden.,31755,0
1288,43,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,secondTopic,Higher degree,50427,1705060953998,1705060903571,male,english,Rebosen,Ceflar,5bed755fcca71f00014111e6,65a12a215aac3034b6e0b14f,65a122e9f05db70790ca9ad7,Rebosen causes Ceflar.,31665,0
1291,55,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,,firstTopic,Higher degree,44174,1705060958944,1705060914770,female,English,Ceflar,Flembers,5b7aa7bd5eb62e000187fbf3,65a12a2bb2f4d9d7476160d5,65a122e9f05db70790ca9ad7,Flembers causes Ceflar.,27757,0
1298,40,Denoden causes Rebosen.,Rebosen causes Denoden.,Denoden,none,firstTopic,Graduated College,33475,1705060975299,1705060941824,male,English,Denoden,Rebosen,6400df36b874223e35e25247,65a12a4b5de10ad6eda2aa54,65a122e9f05db70790ca9ad7,Rebosen causes Denoden.,18201,0
1302,51,Themaglin causes Flembers.,Flembers causes Themaglin.,Themaglin,,secondTopic,Graduated High-school,60699,1705060996959,1705060936260,female,English,Themaglin,Flembers,57d02eeec6c5ed00013fac58,65a12a3d368849e7d7878f6a,65a122e9f05db70790ca9ad7,Themaglin causes Flembers.,33176,0
1304,55,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,firstTopic,Graduated College,79533,1705061005988,1705060926455,female,English,Rebosen,Ceflar,5ca64b903ef7310012d20924,65a12a305a6399c66c80257f,65a122e9f05db70790ca9ad7,Ceflar causes Rebosen.,42075,0
1311,40,Flembers causes Rebosen.,Rebosen causes Flembers.,Flembers,,secondTopic,Higher degree,61938,1705061018824,1705060956886,female,English,Flembers,Rebosen,59d4b6a8e59146000112e523,65a12a554c9817024a8d4f6f,65a122e9f05db70790ca9ad7,Rebosen causes Flembers.,38223,0
1315,31,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,,secondTopic,Higher degree,66184,1705061044475,1705060978291,male,English,Flembers,Ceflar,62c83041b362f6fad2f05822,65a12a6907bc85122656ec6c,65a122e9f05db70790ca9ad7,Ceflar causes Flembers.,34534,0
1296,36,Agoriv causes Rebosen.,Rebosen causes Agoriv.,Agoriv,,secondTopic,Graduated High-school,42028,1705060968772,1705060926744,female,English,Rebosen,Agoriv,5f42bc0d038f801050ada7e4,65a12a351e0d2ba969128a23,65a122e9f05db70790ca9ad7,Rebosen causes Agoriv.,15360,0
1300,55,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,secondTopic,Graduated College,41573,1705060984077,1705060942504,male,English,Agoriv,Ceflar,5e299f15090b9b000c8e768d,65a12a445a6399c66c802580,65a122e9f05db70790ca9ad7,Ceflar causes Agoriv.,18333,0
1306,41,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,none,secondTopic,Graduated High-school,49319,1705061005879,1705060956560,female,English,Rebosen,Denoden,5f0d962b96a8fa000871c68c,65a12a3a51e0a8b62ad58574,65a122e9f05db70790ca9ad7,Rebosen causes Denoden.,23503,0
1316,51,Denoden causes Agoriv.,Agoriv causes Denoden.,Denoden,,firstTopic,Graduated College,70577,1705061044922,1705060974345,female,English,Agoriv,Denoden,61a74f60a9217c6f76a4d0e4,65a12a5b13b590e6e1878f10,65a122e9f05db70790ca9ad7,Denoden causes Agoriv.,37897,0
1305,57,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,secondTopic,Graduated College,65525,1705061006290,1705060940765,female,English,Ceflar,Rebosen,610bf8bb5e404552e5306d41,65a12a3e133343091318d965,65a122e9f05db70790ca9ad7,Rebosen causes Ceflar.,36259,0
