submission_id,age,choice1,choice2,choiceNameFirst,comments,condition,education,experiment_duration,experiment_end_time,experiment_start_time,gender,languages,name1,name2,prolific_pid,prolific_session_id,prolific_study_id,prompt,response,responseTime,trialNR
918,24,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,,asymmetric,Graduated High-school,50522,1704725418019,1704725367497,male,English,Rebosen,Denoden,5ea349cd8715f00e31fa31da,659c0b6f29c928a7e3c0e3e9,659c0a8fa416f7f903ea0d6a,Rebosen is associated with Denoden.,Denoden causes Rebosen.,19983,0
919,23,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,,symmetric,Higher degree,36086,1704725427781,1704725391695,female,English ,Rebosen,Themaglin,60ef590e0650c976c1b954a1,659c0b8aebb98ed433d5d020,659c0a8fa416f7f903ea0d6a,Rebosen and Themaglin are associated.,Rebosen causes Themaglin.,10432,0
920,36,Ceflar causes Flembers.,Flembers causes Ceflar.,Ceflar,,symmetric,Graduated College,24423,1704725435730,1704725411307,female,English,Ceflar,Flembers,6441071db76c204f70e132fc,659c0b9f7bc797071a0b9bfd,659c0a8fa416f7f903ea0d6a,Ceflar and Flembers are associated.,Flembers causes Ceflar.,10622,0
921,36,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,asymmetric,Graduated College,18162,1704725467237,1704725449075,female,English,Ceflar,Denoden,6441071db76c204f70e132fc,659c0b9f7bc797071a0b9bfd,659c0a8fa416f7f903ea0d6a,Ceflar is associated with Denoden.,Ceflar causes Denoden.,5872,0
922,21,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,symmetric,Graduated College,34938,1704725512682,1704725477744,female,English,Agoriv,Flembers,5f47b104733d7f1c4969485d,659c0bdfff3704db26c89608,659c0a8fa416f7f903ea0d6a,Agoriv and Flembers are associated.,Agoriv causes Flembers.,14311,0
923,35,Themaglin causes Agoriv.,Agoriv causes Themaglin.,Themaglin,,symmetric,Higher degree,55124,1704727161570,1704727106446,female,ENGLISH,Themaglin,Agoriv,615fe18c74ec001e9d32585c,659c0bda590d61bf7d9700e6,659c0a8fa416f7f903ea0d6a,Themaglin and Agoriv are associated.,Themaglin causes Agoriv.,33728,0
924,36,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,n/a,asymmetric,Graduated High-school,26144,1704725529579,1704725503435,other,English,Ceflar,Rebosen,59a1e22bfc15d200014ba09a,659c0bf7d2be7902b8d1be21,659c0a8fa416f7f903ea0d6a,Ceflar is associated with Rebosen.,Ceflar causes Rebosen.,7845,0
925,32,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,thanks for having me,asymmetric,Higher degree,56922,1704725541297,1704725484375,female,english,Denoden,Ceflar,60362aeb3a892b0297b116da,659c0be4d2be7902b8d1be1e,659c0a8fa416f7f903ea0d6a,Denoden is associated with Ceflar.,Denoden causes Ceflar.,17210,0
926,26,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,symmetric,Higher degree,163227,1704725541144,1704725377917,female,English,Ceflar,Themaglin,6130db53a8123c2c3700f988,659c0b6b7383f7025d64687a,659c0a8fa416f7f903ea0d6a,Ceflar and Themaglin are associated.,Ceflar causes Themaglin.,142096,0
927,56,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,asymmetric,Graduated High-school,75500,1704725558612,1704725483112,female,English,Themaglin,Ceflar,5f0c40e8da288357e5f571d4,659c0bdb51d2e752cf4b6b9e,659c0a8fa416f7f903ea0d6a,Themaglin is associated with Ceflar.,Ceflar causes Themaglin.,38941,0
928,31,Themaglin causes Ceflar.,Ceflar causes Themaglin.,Themaglin,,symmetric,Higher degree,38705,1704725578413,1704725539708,female,English,Themaglin,Ceflar,6086a6bd99f215799dbbae97,659c0c2063a4502f8edee4ca,659c0a8fa416f7f903ea0d6a,Themaglin and Ceflar are associated.,Themaglin causes Ceflar.,15079,0
929,36,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,symmetric,Higher degree,49079,1704725611590,1704725562511,female,english,Flembers,Denoden,5995b226cf1d1700016efbc1,659c0c34d07ef99f53f67b2b,659c0a8fa416f7f903ea0d6a,Flembers and Denoden are associated.,Denoden causes Flembers.,22284,0
930,39,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv,,asymmetric,Graduated High-school,43562,1704725663732,1704725620170,female,English,Denoden,Agoriv,5d7d75f4ea2fe40001dff5a4,659c0c485268355b1056e3fb,659c0a8fa416f7f903ea0d6a,Denoden is associated with Agoriv.,Agoriv causes Denoden.,21527,0
931,53,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,symmetric,Graduated College,72558,1704725629488,1704725556930,female,English,Denoden,Themaglin,5dbf09120f73cf3b21b5711c,659c0be7cd32cc3f73affc36,659c0a8fa416f7f903ea0d6a,Denoden and Themaglin are associated.,Denoden causes Themaglin.,42271,0
932,31,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,symmetric,Higher degree,32539,1704725638421,1704725605882,female,english,Agoriv,Flembers,63ced4d39802ed6169bd9f2b,659c0c5fc973ea364d1242b8,659c0a8fa416f7f903ea0d6a,Agoriv and Flembers are associated.,Agoriv causes Flembers.,16143,0
933,31,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,asymmetric,Higher degree,12456,1704725671049,1704725658593,female,english,Flembers,Agoriv,63ced4d39802ed6169bd9f2b,659c0c5fc973ea364d1242b8,659c0a8fa416f7f903ea0d6a,Flembers is associated with Agoriv.,Flembers causes Agoriv.,1147,0
934,36,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,I didn’t think either were likely but went with the same word order,symmetric,Graduated College,52309,1704725673496,1704725621187,female,English,Rebosen,Flembers,5851a8a071a3ef0001cc9283,659c0c42a416f7f903ea0dfb,659c0a8fa416f7f903ea0d6a,Rebosen and Flembers are associated.,Rebosen causes Flembers.,17117,0
935,31,Rebosen causes Agoriv.,Agoriv causes Rebosen.,Rebosen,,symmetric,Higher degree,52190,1704725678559,1704725626369,female,English ,Agoriv,Rebosen,5c57875154f9d30001dbb4ba,659c0c74590d61bf7d970115,659c0a8fa416f7f903ea0d6a,Agoriv and Rebosen are associated.,Rebosen causes Agoriv.,30941,0
936,40,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,symmetric,Higher degree,63886,1704725682405,1704725618519,male,English ,Denoden,Themaglin,63e52315e958670a256c0bcd,659c0c6a07e473647bfa0276,659c0a8fa416f7f903ea0d6a,Denoden and Themaglin are associated.,Themaglin causes Denoden.,40082,0
937,51,Denoden causes Rebosen.,Rebosen causes Denoden.,Denoden,none,asymmetric,Graduated High-school,52352,1704725712801,1704725660449,female,English,Denoden,Rebosen,57d02eeec6c5ed00013fac58,659c0c910a3824c30624b995,659c0a8fa416f7f903ea0d6a,Denoden is associated with Rebosen.,Denoden causes Rebosen.,23112,0
938,50,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,symmetric,Graduated High-school,105268,1704725727128,1704725621860,male,English ,Ceflar,Rebosen,63db6b2b896dd658485a2d19,659c0c6af4b22fa3bbfa02ca,659c0a8fa416f7f903ea0d6a,Ceflar and Rebosen are associated.,Rebosen causes Ceflar.,59843,0
939,31,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,asymmetric,Higher degree,49923,1704725729569,1704725679646,female,Urdu,Denoden,Themaglin,62dc574fd325a22f7c2974d1,659c0ca729c928a7e3c0e444,659c0a8fa416f7f903ea0d6a,Denoden is associated with Themaglin.,Denoden causes Themaglin.,25063,0
940,74,Ceflar causes Agoriv.,Agoriv causes Ceflar.,Ceflar,"It isn't clear which causes which, but I guess that the first mentioned usually is the 'dominant' one . . .",symmetric,Higher degree,98137,1704725752411,1704725654274,male,English,Agoriv,Ceflar,5b12dd2630d562000155d420,659c0c90cd32cc3f73affc5e,659c0a8fa416f7f903ea0d6a,Agoriv and Ceflar are associated.,Agoriv causes Ceflar.,33344,0
941,36,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,symmetric,Graduated High-school,44900,1704725752895,1704725707995,female,English,Flembers,Agoriv,5d53e3e4c5248c0018e31d79,659c0cc60cbe7646c1ed326d,659c0a8fa416f7f903ea0d6a,Flembers and Agoriv are associated.,Flembers causes Agoriv.,13857,0
942,40,Themaglin causes Ceflar.,Ceflar causes Themaglin.,Themaglin,,symmetric,Higher degree,30082,1704725759366,1704725729284,male,English ,Ceflar,Themaglin,63e52315e958670a256c0bcd,659c0c6a07e473647bfa0276,659c0a8fa416f7f903ea0d6a,Ceflar and Themaglin are associated.,Themaglin causes Ceflar.,16364,0
943,28,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,,symmetric,Higher degree,31752,1704725761415,1704725729663,male,,Themaglin,Rebosen,655505e7a601c885f69e29c2,659c0cdb7bc797071a0b9c60,659c0a8fa416f7f903ea0d6a,Themaglin and Rebosen are associated.,Themaglin causes Rebosen.,12909,0
944,28,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,None,asymmetric,Graduated College,80549,1704725763442,1704725682893,male,English,Agoriv,Ceflar,631624eda5f1f762834e370d,659c0cac3c59ca77010731e5,659c0a8fa416f7f903ea0d6a,Agoriv is associated with Ceflar.,Agoriv causes Ceflar.,23463,0
945,44,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,asymmetric,Higher degree,99500,1704725762426,1704725662926,other,English,Denoden,Themaglin,63c18acd2386cab09eb432ca,659c0c9a84bfcdb08b52f00c,659c0a8fa416f7f903ea0d6a,Denoden is associated with Themaglin.,Themaglin causes Denoden.,67918,0
946,31,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,,symmetric,Higher degree,34015,1704725765597,1704725731582,female,Urdu ,Flembers,Rebosen,62dc574fd325a22f7c2974d1,659c0ca729c928a7e3c0e444,659c0a8fa416f7f903ea0d6a,Flembers and Rebosen are associated.,Flembers causes Rebosen.,15541,0
947,25,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,,symmetric,Graduated College,19462,1704725778066,1704725758604,female,English,Rebosen,Themaglin,5e691a3a88397e1cc38ecab0,659c0cfb0c37bbc4844a100c,659c0a8fa416f7f903ea0d6a,Rebosen and Themaglin are associated.,Rebosen causes Themaglin.,5753,0
948,42,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,,asymmetric,Higher degree,42709,1704725785289,1704725742580,female,English,Flembers,Ceflar,5ff00d2eb11116367c83a5c1,659c0ce7f27cf75d474255b6,659c0a8fa416f7f903ea0d6a,Flembers is associated with Ceflar.,Ceflar causes Flembers.,16990,0
949,,Themaglin causes Ceflar.,Ceflar causes Themaglin.,Themaglin,,symmetric,,11810,1704725787726,1704725775916,,,Themaglin,Ceflar,5a9bcd3f1eda410001366c55,659c0ccc3c59ca77010731ed,659c0a8fa416f7f903ea0d6a,Themaglin and Ceflar are associated.,Themaglin causes Ceflar.,6741,0
950,45,Themaglin causes Agoriv.,Agoriv causes Themaglin.,Themaglin,,symmetric,Graduated College,35208,1704725790964,1704725755756,female,English,Themaglin,Agoriv,5bfbca46f88f3900014afeae,659c0cf55b816854e4cbb0c1,659c0a8fa416f7f903ea0d6a,Themaglin and Agoriv are associated.,Themaglin causes Agoriv.,12177,0
951,29,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,,asymmetric,Higher degree,42081,1704725794309,1704725752228,female,English,Ceflar,Denoden,5c447135948e4100015ca29d,659c0ce81ddf12faaf83b1f7,659c0a8fa416f7f903ea0d6a,Ceflar is associated with Denoden.,Ceflar causes Denoden.,21937,0
952,40,Themaglin causes Flembers.,Flembers causes Themaglin.,Themaglin,,symmetric,Higher degree,42324,1704725798373,1704725756049,female,English ,Themaglin,Flembers,57246910539a7c0009f5b31d,659c0cf5b93016ada6740b46,659c0a8fa416f7f903ea0d6a,Themaglin and Flembers are associated.,Flembers causes Themaglin.,19492,0
953,55,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,asymmetric,Graduated College,35639,1704725808319,1704725772680,female,english,Flembers,Agoriv,542c1dd2fdf99b324f7632f0,659c0d061d042b0f758cf8e8,659c0a8fa416f7f903ea0d6a,Flembers is associated with Agoriv.,Agoriv causes Flembers.,19281,0
954,35,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,,asymmetric,Graduated College,51536,1704725809861,1704725758325,female,English ,Ceflar,Flembers,5c5ef63908ac630001cdc14d,659c0cf6369321111ef70a2a,659c0a8fa416f7f903ea0d6a,Ceflar is associated with Flembers.,Ceflar causes Flembers.,22115,0
955,35,Denoden causes Flembers.,Flembers causes Denoden.,Denoden,,symmetric,Graduated College,31410,1704725814079,1704725782669,female,English,Denoden,Flembers,5d1e21259f866e0001e83b7f,659c0d1082c311db92c0e495,659c0a8fa416f7f903ea0d6a,Denoden and Flembers are associated.,Denoden causes Flembers.,11948,0
956,36,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,,symmetric,Graduated College,72575,1704725820962,1704725748387,male,English,Denoden,Rebosen,5b031e450a56660001284e2c,659c0ce790eb1f1e0310313e,659c0a8fa416f7f903ea0d6a,Denoden and Rebosen are associated.,Denoden causes Rebosen.,24468,0
957,50,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,Thank you,asymmetric,Graduated College,233085,1704725835255,1704725602170,female,English,Rebosen,Flembers,5589480afdf99b5ccca3c1ea,659c0c5c700bb40c30103194,659c0a8fa416f7f903ea0d6a,Rebosen is associated with Flembers.,Flembers causes Rebosen.,15816,0
958,49,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,asymmetric,Graduated High-school,38552,1704725847547,1704725808995,female,,Agoriv,Themaglin,55b0d269fdf99b2116e40f1c,659c0c4066a01dfb5f0731f1,659c0a8fa416f7f903ea0d6a,Agoriv is associated with Themaglin.,Themaglin causes Agoriv.,21551,0
959,40,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,symmetric,Graduated College,51926,1704725851176,1704725799250,female,English,Rebosen,Ceflar,577d1216b425c40001434b2f,659c0d20c973ea364d124303,659c0a8fa416f7f903ea0d6a,Rebosen and Ceflar are associated.,Rebosen causes Ceflar.,29535,0
960,54,Themaglin causes Rebosen.,Rebosen causes Themaglin.,Themaglin,,asymmetric,Higher degree,67858,1704725865323,1704725797465,male,English,Themaglin,Rebosen,614f9daff9b7bf1a0f4c4f9c,659c0d1ef8cea9421792d41b,659c0a8fa416f7f903ea0d6a,Themaglin is associated with Rebosen.,Themaglin causes Rebosen.,29031,0
961,26,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,,symmetric,Higher degree,33667,1704725876181,1704725842514,male,English,Ceflar,Flembers,60cb5fe0095c074ca05ab920,659c0d4ac7792546a511f6c0,659c0a8fa416f7f903ea0d6a,Ceflar and Flembers are associated.,Ceflar causes Flembers.,16667,0
962,50,Ceflar causes Agoriv.,Agoriv causes Ceflar.,Ceflar,,asymmetric,Graduated College,56636,1704725867496,1704725810860,female,English,Ceflar,Agoriv,6451079e32e4fc52da2a2ce3,659c0d2ba721a58240f22bec,659c0a8fa416f7f903ea0d6a,Ceflar is associated with Agoriv.,Agoriv causes Ceflar.,25562,0
963,26,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,symmetric,Graduated High-school,27521,1704725883122,1704725855601,male,English ,Agoriv,Themaglin,62b89646564952dd56fcc52e,659c0d5aa89f40a072fe350e,659c0a8fa416f7f903ea0d6a,Agoriv and Themaglin are associated.,Agoriv causes Themaglin.,10840,0
964,33,Agoriv causes Rebosen.,Rebosen causes Agoriv.,Agoriv,,asymmetric,Graduated High-school,35593,1704725883113,1704725847520,male,English,Agoriv,Rebosen,63468b729ed91cda8f8f6c22,659c0d51da20de6a234d74ab,659c0a8fa416f7f903ea0d6a,Agoriv is associated with Rebosen.,Agoriv causes Rebosen.,21124,0
965,48,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,symmetric,Graduated College,55458,1704725896480,1704725841022,male,English,Themaglin,Denoden,5bd075779afb5b00015b6791,659c0d472eb2cacd4b099ecd,659c0a8fa416f7f903ea0d6a,Themaglin and Denoden are associated.,Themaglin causes Denoden.,14869,0
966,71,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,asymmetric,Graduated College,80135,1704725903839,1704725823704,female,English,Denoden,Flembers,58ee2d957b2e410001c2e807,659c0d2e7bc797071a0b9c7a,659c0a8fa416f7f903ea0d6a,Denoden is associated with Flembers.,Flembers causes Denoden.,32761,0
967,61,Flembers causes Rebosen.,Rebosen causes Flembers.,Flembers,,asymmetric,Graduated High-school,86881,1704725932221,1704725845340,male,English ,Rebosen,Flembers,611ab157584ca560e7cfb067,659c0d4e1f4a83761efa6b56,659c0a8fa416f7f903ea0d6a,Rebosen is associated with Flembers.,Rebosen causes Flembers.,36053,0
968,32,Rebosen causes Agoriv.,Agoriv causes Rebosen.,Rebosen,,asymmetric,Graduated High-school,28453,1704725939313,1704725910860,male,english,Rebosen,Agoriv,606ddb0033f69d1a832059cd,659c0d84ae120212949700e2,659c0a8fa416f7f903ea0d6a,Rebosen is associated with Agoriv.,Agoriv causes Rebosen.,13096,0
969,60,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,,symmetric,Graduated College,55768,1704725943268,1704725887500,female,English,Ceflar,Denoden,5c14e1972b16ba0001c94560,659c0d71827353c8fc740c17,659c0a8fa416f7f903ea0d6a,Ceflar and Denoden are associated.,Ceflar causes Denoden.,13318,0
983,67,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv,,symmetric,Graduated College,47599,1704726005270,1704725957671,female,English ,Agoriv,Denoden,58710ffcec49b50001590603,659c0dbe35679cb22956e43c,659c0a8fa416f7f903ea0d6a,Agoriv and Denoden are associated.,Agoriv causes Denoden.,23226,0
970,39,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,asymmetric,Graduated High-school,34104,1704725943187,1704725909083,male,English,Flembers,Themaglin,583f080a164cd30001c347ea,659c0d91c973ea364d124332,659c0a8fa416f7f903ea0d6a,Flembers is associated with Themaglin.,Themaglin causes Flembers.,14103,0
971,22,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,asymmetric,Graduated College,31919,1704725955351,1704725923432,female,English,Agoriv,Themaglin,5ebe9fd288936421e004c080,659c0d9b6456f280b334360b,659c0a8fa416f7f903ea0d6a,Agoriv is associated with Themaglin.,Themaglin causes Agoriv.,10218,0
972,33,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,,symmetric,Graduated High-school,33873,1704725959584,1704725925711,female,,Denoden,Rebosen,5d2b280730fa6f0001cd5326,659c0d9d5268355b1056e46d,659c0a8fa416f7f903ea0d6a,Denoden and Rebosen are associated.,Denoden causes Rebosen.,17961,0
973,32,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,symmetric,Graduated College,57998,1704725959654,1704725901656,other,English,Ceflar,Denoden,5e8a5d007022a071a5ca9673,659c0d69523bdd68ab8b1619,659c0a8fa416f7f903ea0d6a,Ceflar and Denoden are associated.,Ceflar causes Denoden.,7459,0
974,38,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,symmetric,Graduated High-school,45201,1704725965868,1704725920667,female,English ,Flembers,Themaglin,612fa869b7df784988ad0c68,659c0d964c07c18f5019c7d2,659c0a8fa416f7f903ea0d6a,Flembers and Themaglin are associated.,Themaglin causes Flembers.,20528,0
975,31,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,symmetric,Graduated College,36023,1704725971399,1704725935376,female,English,Denoden,Flembers,61211965f45859b966797c81,659c0da9201b28fb157b43c6,659c0a8fa416f7f903ea0d6a,Denoden and Flembers are associated.,Flembers causes Denoden.,13685,0
976,23,Rebosen causes Agoriv.,Agoriv causes Rebosen.,Rebosen,,asymmetric,Graduated High-school,23726,1704725971376,1704725947650,male,English,Rebosen,Agoriv,634825ebf527096edf593db7,659c0db629f43a5ea8c0a547,659c0a8fa416f7f903ea0d6a,Rebosen is associated with Agoriv.,Rebosen causes Agoriv.,7456,0
977,49,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,symmetric,Graduated College,61474,1704725977602,1704725916128,female,English,Agoriv,Flembers,597db33115837000016ae7d9,659c0d90bb5ffb8a6eed31b0,659c0a8fa416f7f903ea0d6a,Agoriv and Flembers are associated.,Agoriv causes Flembers.,25748,0
978,30,Denoden causes Flembers.,Flembers causes Denoden.,Denoden,,symmetric,Higher degree,30467,1704725985728,1704725955261,female,English,Denoden,Flembers,63d166eed94ed4d489a5d6d6,659c0db6e879e204a2ec684c,659c0a8fa416f7f903ea0d6a,Denoden and Flembers are associated.,Denoden causes Flembers.,16207,0
979,61,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,symmetric,Graduated College,46931,1704725980613,1704725933682,male,English,Agoriv,Themaglin,6167116fd8a186cd98501614,659c0d90f8cea9421792d435,659c0a8fa416f7f903ea0d6a,Agoriv and Themaglin are associated.,Themaglin causes Agoriv.,24606,0
980,42,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,symmetric,Graduated College,42312,1704725982217,1704725939905,female,,Themaglin,Flembers,60dcf38eb214e37853db1bed,659c0daccbd005e70931e6ff,659c0a8fa416f7f903ea0d6a,Themaglin and Flembers are associated.,Flembers causes Themaglin.,25363,0
988,45,Ceflar causes Flembers.,Flembers causes Ceflar.,Ceflar,,asymmetric,Higher degree,41871,1704726014589,1704725972718,female,english,Ceflar,Flembers,5ce475232210eb00018706b3,659c0dd3d07ef99f53f67baa,659c0a8fa416f7f903ea0d6a,Ceflar is associated with Flembers.,Ceflar causes Flembers.,20760,0
989,34,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,I didn't feel strongly towards either to be honest,symmetric,Higher degree,56710,1704726016083,1704725959373,female,English,Denoden,Flembers,5db21a3cad248e000dae8bc2,659c0dc15b816854e4cbb0f4,659c0a8fa416f7f903ea0d6a,Denoden and Flembers are associated.,Denoden causes Flembers.,14293,0
990,55,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,,symmetric,Graduated High-school,53743,1704726040875,1704725987132,female,English,Ceflar,Flembers,5aae8f78811b2000016f7c7b,659c0dcf2c344a2e76e3b96b,659c0a8fa416f7f903ea0d6a,Ceflar and Flembers are associated.,Flembers causes Ceflar.,30119,0
993,37,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,symmetric,Graduated High-school,41231,1704726051299,1704726010068,male,English ,Denoden,Flembers,5edec2b3e095321650bddc22,659c0defd1d1c0d50359c293,659c0a8fa416f7f903ea0d6a,Denoden and Flembers are associated.,Denoden causes Flembers.,17449,0
998,42,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,,asymmetric,Graduated College,39448,1704726065039,1704726025591,female,English,Rebosen,Denoden,6346b5a6ea546c77fae4c827,659c0e01555160bda995ce2d,659c0a8fa416f7f903ea0d6a,Rebosen is associated with Denoden.,Denoden causes Rebosen.,20545,0
1003,28,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,asymmetric,Graduated High-school,28391,1704726071905,1704726043514,female,English,Flembers,Denoden,60aa79fa99f7d53701b02256,659c0de6a416f7f903ea0e97,659c0a8fa416f7f903ea0d6a,Flembers is associated with Denoden.,Flembers causes Denoden.,14798,0
1008,37,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,,asymmetric,Did not graduate High-school,42778,1704726092099,1704726049321,female,English ,Flembers,Ceflar,5ecba035027d970390e65417,659c0e192c344a2e76e3b982,659c0a8fa416f7f903ea0d6a,Flembers is associated with Ceflar.,Ceflar causes Flembers.,16437,0
1039,24,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,symmetric,Graduated College,34700,1704726210801,1704726176101,male,"English, Polish",Ceflar,Themaglin,60a993bb8dd1f6bb59c758f1,659c0e96317fd55a97dc48e9,659c0a8fa416f7f903ea0d6a,Ceflar and Themaglin are associated.,Themaglin causes Ceflar.,12807,0
1044,29,Denoden causes Flembers.,Flembers causes Denoden.,Denoden,,symmetric,Higher degree,29895,1704726225065,1704726195170,male,English,Flembers,Denoden,610502298d2771ca33b3b885,659c0eab90d356c8dae34c1d,659c0a8fa416f7f903ea0d6a,Flembers and Denoden are associated.,Flembers causes Denoden.,13149,0
